Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning
,S. Handanovič GK,28,82,82,"Inter
2012 ~ 2016",162835,"193cm / 6'4""",89kg / 196lbs,Right,82,GK,0,"Jul 1, 2012",,€8.5M,€110K,€0,134,25,25,25,34,25,147,25,25,25,39,33,288,57,57,49,84,41,251,37,83,41,65,25,127,32,21,25,25,24,,75,25,25,25,398,87,78,66,81,86,1420,455,2,1,Medium,Medium,2,Normal (185+),87,78,66,86,57,81
,G. Rossi ST,26,82,84,"Fiorentina
2013 ~ 2017",162409,"173cm / 5'8""",73kg / 161lbs,Left,83,CAM,2,"Jan 7, 2013",,€12M,€100K,€0,380,70,86,64,78,82,397,84,80,78,68,87,417,86,82,84,80,85,346,80,60,65,55,86,312,35,25,88,78,86,,70,25,25,20,44,5,10,13,11,5,1966,411,3,3,High,Medium,3,Normal (170-185),84,85,75,85,28,54
,Llorente ST,28,82,82,"Juventus
2013 ~ 2017",162131,"195cm / 6'5""",90kg / 198lbs,Right,81,ST,0,"Jul 1, 2013",,€12M,€120K,€0,378,44,85,93,71,85,303,73,61,41,47,81,323,55,65,69,83,51,380,82,72,72,90,64,339,82,32,86,69,70,,71,25,21,25,18,3,3,4,5,3,1812,390,3,2,Medium,Medium,3,Normal (185+),61,80,60,74,32,83
,Borja Valero CM,28,82,84,"Fiorentina
2012 ~ 2016",161956,"175cm / 5'9""",73kg / 161lbs,Right,83,CAM,2,"Aug 1, 2012",,€10M,€90K,€0,373,82,72,62,89,68,414,80,82,76,88,88,382,74,68,78,84,78,366,80,68,76,66,76,370,60,72,76,88,74,,198,60,70,68,39,6,5,11,9,8,2142,447,4,3,Medium,Medium,2,Normal (170-185),71,75,86,82,66,67
,R. Palacio ST,31,82,82,"Inter
2012 ~ 2016",152999,"175cm / 5'9""",70kg / 154lbs,Right,83,RW,0,"Jul 1, 2012",,€9.5M,€110K,€0,400,77,86,75,80,82,397,84,84,76,66,87,421,87,85,83,84,82,362,74,77,69,61,81,325,42,28,88,81,86,,75,25,25,25,125,30,15,30,25,25,2105,423,3,3,High,Medium,2,Lean (170-185),86,83,78,85,31,60
,J. Hart GK,26,82,83,"Manchester City
2006 ~ 2016",150724,"196cm / 6'5""",91kg / 201lbs,Right,81,GK,1,"May 24, 2006",,€4.7M,€110K,€0,132,25,25,25,32,25,130,25,25,25,35,20,249,56,55,25,81,32,211,25,72,28,61,25,147,28,25,25,25,44,,75,25,25,25,405,85,76,79,79,86,1349,460,3,1,Medium,Medium,3,Normal (185+),85,76,79,86,55,79
,Soldado ST,28,82,82,"Tottenham Hotspur
2013 ~ 2017",146758,"179cm / 5'10""",72kg / 159lbs,Right,81,ST,0,"Aug 5, 2013",,€12M,€100K,€0,386,67,84,83,70,82,354,77,74,64,59,80,376,75,76,74,81,70,393,84,83,75,76,75,356,72,40,86,73,85,,109,32,40,37,50,12,12,13,8,5,2024,420,3,3,Medium,Low,3,Normal (170-185),76,82,68,77,42,75
,P. Zabaleta RB,28,82,82,"Manchester City
2008 ~ 2017",142784,"176cm / 5'9""",76kg / 168lbs,Right,81,RB,0,"Aug 31, 2008",,€8M,€110K,€0,319,74,41,74,77,53,368,73,68,77,71,79,377,75,73,72,85,72,362,66,81,79,79,57,372,86,83,71,68,64,,249,82,85,82,51,10,14,15,7,5,2098,437,3,3,High,High,3,Normal (170-185),74,52,73,75,82,81
,Nani RM LM,26,82,82,"Manchester United
2007 ~ 2018",139068,"175cm / 5'9""",66kg / 146lbs,Right,83,RW,0,"Jul 1, 2007",,€10M,€110K,€0,356,81,74,46,80,75,401,88,80,74,75,84,419,87,81,92,76,83,355,85,51,72,63,84,322,58,31,81,80,72,,67,25,22,20,40,5,10,13,6,6,1960,419,4,5,High,Low,3,Lean (170-185),84,79,79,86,27,64
,Fernandinho CM CDM,28,82,83,"Manchester City
2013 ~ 2017",135507,"176cm / 5'9""",67kg / 148lbs,Right,81,CM,1,"Jul 1, 2013",,€10M,€110K,€0,365,78,70,55,85,77,388,81,70,71,82,84,408,83,83,81,82,79,384,81,72,82,65,84,377,83,81,68,84,61,,219,70,76,73,48,12,11,5,13,7,2189,468,4,3,Medium,High,3,Lean (170-185),83,75,82,82,73,73
,Jefferson GK,30,82,82,"Botafogo
2009 ~ 2014",135377,"189cm / 6'2""",90kg / 198lbs,Left,82,GK,0,"Sep 1, 2009",,€4.7M,€60K,€0,121,25,25,25,21,25,122,25,25,25,23,24,282,53,52,48,83,46,228,25,71,32,75,25,122,30,21,25,25,21,,75,25,25,25,401,82,81,70,81,87,1351,453,2,1,Medium,Medium,2,Normal (185+),82,81,70,87,52,81
,R. Adler GK,28,82,85,"Hamburger SV
2012 ~ 2017",121933,"191cm / 6'3""",87kg / 192lbs,Right,82,GK,3,"Jul 1, 2012",,€8.5M,€60K,€0,138,25,25,25,38,25,140,25,25,25,35,30,248,42,37,49,83,37,221,35,69,26,66,25,131,34,22,25,25,25,,75,25,25,25,401,85,79,72,80,85,1354,440,3,1,Medium,Medium,2,Normal (185+),85,79,72,85,39,80
,P. Mertesacker CB,28,82,82,"Arsenal
2011 ~ 2017",53612,"198cm / 6'6""",90kg / 198lbs,Right,81,CB,0,"Aug 31, 2011",,€8M,€110K,€0,266,38,36,91,71,30,246,39,39,45,58,65,209,29,38,29,85,28,282,71,33,64,89,25,300,69,88,43,58,42,,257,86,86,85,50,12,13,5,12,8,1610,343,3,2,Low,Medium,3,Normal (185+),34,41,57,48,87,76
,Fernando Torres ST,29,82,82,"Chelsea
2011 ~ 2016",49369,"186cm / 6'1""",81kg / 179lbs,Right,81,ST,0,"Jan 31, 2011",,€11M,€120K,€0,390,73,81,75,75,86,365,83,79,68,51,84,377,84,78,74,81,60,383,84,75,71,75,78,332,62,35,81,79,75,,75,21,29,25,54,14,13,8,9,10,1976,418,4,3,Medium,Medium,3,Normal (185+),81,81,72,81,32,71
,Júlio César GK,33,82,82,"Toronto
2014 ~ 2017",48717,"186cm / 6'1""",79kg / 174lbs,Left,81,GK,0,"Jul 31, 2014",,€3.3M,€90K,€0,136,25,25,25,36,25,139,25,25,25,31,33,288,39,41,69,83,56,236,35,75,35,66,25,152,37,25,25,25,40,,75,25,25,25,395,83,77,67,82,86,1421,435,3,1,Medium,Medium,3,Normal (185+),83,77,67,86,40,82
,R. van der Vaart CAM CF CM,30,82,82,"Hamburger SV
2012 ~ 2015",45574,"176cm / 5'9""",74kg / 163lbs,Left,81,CAM,0,"Aug 31, 2012",,€10.5M,€80K,€0,372,78,77,51,83,83,413,81,85,82,82,83,337,52,52,75,84,74,353,81,56,70,63,83,347,59,48,77,85,78,,89,28,36,25,55,11,11,5,15,13,1966,394,4,4,Medium,Medium,3,Normal (170-185),52,79,82,81,36,64
,D. Berbatov ST CAM,32,82,82,"Monaco
2014 ~ 2014",30110,"189cm / 6'2""",75kg / 165lbs,Right,81,ST,0,"Jan 31, 2014",,€8.5M,€80K,€0,421,78,87,85,85,86,389,83,78,65,76,87,326,64,68,69,73,52,357,84,75,55,73,70,324,42,28,86,82,86,,75,25,25,25,53,15,6,9,8,15,1945,404,3,4,Low,Low,3,Lean (185+),66,83,80,81,32,62
,José Reina GK,30,82,83,"Napoli
2005 ~ 2016",24630,"188cm / 6'2""",92kg / 203lbs,Right,81,GK,1,"Jul 4, 2005",,€4.7M,€100K,€0,125,25,25,25,25,25,120,25,25,25,22,23,307,50,63,50,84,60,225,29,73,34,64,25,137,25,22,25,25,40,,75,25,25,25,409,81,78,87,80,83,1398,466,3,1,Medium,Medium,3,Normal (185+),81,78,87,83,57,80
,M. Klose ST,35,82,82,"Lazio
2011 ~ 2014",11141,"184cm / 6'0""",84kg / 185lbs,Right,80,ST,0,"Jul 1, 2011",,€5M,€100K,€0,397,65,87,90,72,83,323,73,75,51,44,80,351,74,71,66,79,61,350,79,89,55,74,53,307,47,24,87,64,85,,73,25,28,20,52,5,14,13,10,10,1853,385,4,2,Medium,Medium,4,Lean (170-185),72,78,64,74,32,65
,S. Eto'o ST,32,82,82,"Chelsea
2013 ~ 2014",9676,"180cm / 5'11""",75kg / 165lbs,Right,81,ST,0,"Aug 29, 2013",,€8.5M,€120K,€0,381,69,82,76,72,82,377,84,78,72,62,81,406,84,81,83,84,74,390,83,85,75,72,75,357,75,39,84,74,85,,94,20,39,35,53,7,10,11,13,12,2058,428,3,4,Medium,Medium,3,Lean (170-185),82,81,71,83,37,74
,G. Buffon GK,35,82,82,"Juventus
2001 ~ 2015",1179,"191cm / 6'3""",83kg / 183lbs,Right,80,GK,0,"Jul 1, 2001",,€1.1M,€110K,€0,146,25,25,33,38,25,128,21,25,25,32,25,253,45,33,51,75,49,247,48,75,39,60,25,146,35,30,25,20,36,,75,25,25,25,388,86,76,62,88,76,1383,426,2,1,Medium,Medium,4,Normal (185+),86,76,62,76,38,88
,F. Amorebielsa CB LB,27,81,82,"Venezuela
Free",209119,"198cm / 6'6""",83kg / 183lbs,Left,81,CB,1,"Jan 1, 2005",,€0,€0,€0,285,48,38,79,67,53,229,44,41,34,50,60,266,53,53,44,73,43,337,69,68,68,91,41,334,93,77,49,59,56,,248,81,84,83,50,15,5,12,6,12,1749,372,3,2,Medium,High,1,Lean (185+),53,47,56,50,81,85
,O. Cardosa ST,29,81,81,"Paraguay
Free",209097,"188cm / 6'2""",84kg / 185lbs,Left,81,ST,0,"Jan 1, 2012",,€0,€0,€0,388,67,87,83,71,80,383,73,80,87,71,72,304,59,60,68,79,38,403,90,67,76,84,86,347,72,29,87,75,84,,96,30,32,34,50,12,7,6,14,11,1971,405,2,2,Medium,Medium,1,Normal (185+),60,87,72,71,36,79
,R. Varane CB,20,81,88,"Real Madrid
2011 ~ 2017",201535,"191cm / 6'3""",78kg / 172lbs,Right,81,CB,7,"Jul 1, 2011",,€8M,€90K,€0,276,36,40,85,73,42,303,57,46,54,74,72,317,65,76,51,78,47,331,52,76,70,80,53,301,73,85,44,56,43,,251,81,84,86,50,11,11,9,5,14,1829,397,3,2,Medium,Medium,2,Lean (185+),71,45,60,61,84,76
,A. Abdennour CB,23,81,85,"Monaco
2014 ~ 2016",198076,"187cm / 6'2""",85kg / 187lbs,Left,81,CB,4,"Jul 1, 2014",,€9M,€45K,€0,305,68,55,76,72,34,280,59,48,38,67,68,367,76,75,69,78,69,383,76,73,75,92,67,323,86,81,52,54,50,,245,82,81,82,45,11,7,6,7,14,1948,430,3,2,High,High,1,Stocky (185+),75,60,64,64,81,86
,J. Martínez ST,26,81,85,"Porto
2012 ~ 2016",196144,"185cm / 6'1""",85kg / 187lbs,Right,81,ST,4,"Jul 1, 2012",,€8.5M,€90K,€0,384,61,84,85,72,82,319,77,66,34,63,79,396,78,83,83,80,72,403,83,85,84,86,65,356,83,47,85,71,70,,107,27,47,33,60,15,5,12,14,14,2025,432,4,4,High,Medium,2,Normal (185+),81,79,66,78,43,85
,P. Pogba CM,20,81,90,"Juventus
2012 ~ 2016",195864,"186cm / 6'1""",80kg / 176lbs,Right,82,CAM,9,"Jul 1, 2012",,€9.5M,€90K,€0,388,74,71,81,83,79,403,85,79,69,83,87,370,75,77,79,79,60,426,88,81,84,87,86,377,84,66,78,81,68,,229,63,81,85,25,6,7,3,5,4,2218,475,4,4,High,Medium,2,Lean (185+),76,78,80,83,73,85
,K. De Bruyne CAM CM LM RM,22,81,86,"VfL Wolfsburg
2014 ~ 2019",192985,"181cm / 5'11""",76kg / 168lbs,Right,81,CAM,5,"Jan 18, 2014",,€10.5M,€60K,€0,357,78,78,41,82,78,398,82,76,76,82,82,390,75,82,78,78,77,389,82,65,85,74,83,331,42,52,82,80,75,,116,37,39,40,56,15,13,5,10,13,2037,431,5,4,High,Medium,2,Normal (170-185),79,80,80,81,41,70
,H. Badstuber CB LB,24,81,84,"FC Bayern München
2009 ~ 2017",192620,"190cm / 6'3""",84kg / 185lbs,Left,80,CB,3,"Jul 1, 2009",,€8.5M,€90K,€0,307,65,35,82,78,47,335,45,69,74,77,70,300,54,68,44,82,52,332,75,59,58,81,59,330,80,82,41,63,64,,244,77,84,83,48,11,12,6,11,8,1896,394,3,2,Medium,Medium,3,Normal (170-185),62,50,72,55,81,74
,N. Matić CDM,24,81,85,"Chelsea
2014 ~ 2019",191202,"194cm / 6'4""",83kg / 183lbs,Left,81,CDM,4,"Jan 15, 2014",,€8M,€90K,€0,365,68,64,77,82,74,373,78,68,67,80,80,336,66,68,61,79,62,397,78,70,90,84,75,384,83,83,70,79,69,,231,76,81,74,57,7,15,12,14,9,2143,454,3,3,Medium,High,2,Lean (185+),67,70,77,76,79,85
,Sandro CDM CM,24,81,84,"Tottenham Hotspur
2010 ~ 2016",190782,"187cm / 6'2""",75kg / 165lbs,Right,80,CDM,3,"Aug 1, 2010",,€8M,€80K,€0,337,70,64,66,81,56,332,75,54,53,74,76,349,68,76,67,79,59,384,79,62,85,84,74,369,87,86,63,72,61,,244,75,83,86,56,11,15,9,10,11,2071,451,3,3,Medium,High,3,Lean (185+),72,68,73,74,80,84
,W. Bony ST,24,81,84,"Swansea City
2013 ~ 2017",189963,"182cm / 6'0""",88kg / 194lbs,Right,81,ST,3,"Jul 23, 2013",,€11M,€60K,€0,354,45,82,84,68,75,319,74,66,58,45,76,373,77,71,67,81,77,425,89,84,78,94,80,333,70,38,83,65,77,,95,25,42,28,41,10,8,5,7,11,1940,413,4,3,Medium,Medium,2,Stocky (170-185),74,82,59,74,39,85
,K. Strootman CM,23,81,86,"Roma
2013 ~ 2018",189712,"186cm / 6'1""",77kg / 170lbs,Left,81,CM,5,"Jul 16, 2013",,€10.5M,€70K,€0,344,70,67,65,84,58,392,76,76,74,84,82,346,66,70,66,82,62,388,86,56,86,82,78,396,84,82,76,82,72,,228,70,80,78,48,8,13,12,7,8,2142,455,3,2,Medium,High,2,Normal (185+),68,73,80,76,76,82
,Thiago CM CAM CDM,22,81,85,"FC Bayern München
2013 ~ 2017",189509,"172cm / 5'8""",70kg / 154lbs,Right,82,CAM,4,"Jul 14, 2013",,€9.5M,€90K,€0,346,57,69,64,86,70,414,85,82,77,83,87,391,78,68,85,76,84,351,69,70,74,60,78,368,68,62,79,84,75,,176,49,62,65,46,6,11,7,9,13,2092,434,3,3,Medium,Medium,3,Normal (170-185),73,72,79,85,59,66
,S. Kagawa LM CF CAM,24,81,85,"Manchester United
2012 ~ 2016",189358,"172cm / 5'8""",64kg / 141lbs,Right,82,CAM,4,"Jul 19, 2012",,€10M,€90K,€0,346,59,77,51,85,74,390,88,78,64,73,87,435,90,76,93,85,91,328,62,67,88,38,73,301,25,47,78,81,70,,71,25,25,21,50,11,9,8,9,13,1921,400,4,4,High,Medium,3,Lean (170-185),82,73,76,88,32,49
,Coutinho CAM LM,21,81,86,"Liverpool
2013 ~ 2017",189242,"171cm / 5'7""",72kg / 159lbs,Right,81,CAM,5,"Jan 30, 2013",,€10.5M,€80K,€0,347,74,66,47,85,75,404,88,84,72,74,86,422,90,77,91,73,91,308,69,59,63,49,68,291,35,30,76,86,64,,97,24,38,35,48,12,7,9,14,6,1917,402,4,4,High,Medium,2,Lean (170-185),83,68,81,87,33,50
,Paulinho CM CDM,24,81,85,"Tottenham Hotspur
2013 ~ 2018",187961,"181cm / 5'11""",77kg / 170lbs,Right,81,CM,4,"Jul 6, 2013",,€10M,€70K,€0,377,63,75,83,82,74,358,77,65,56,78,82,368,76,78,70,80,64,401,76,88,92,71,74,386,73,82,81,80,70,,232,79,79,74,52,15,15,10,5,7,2174,462,3,3,High,Medium,2,Normal (170-185),77,75,75,77,80,78
,O. Kivrak GK,25,81,84,"Turkey
Free",186953,"187cm / 6'2""",80kg / 176lbs,Right,81,GK,3,"Jan 15, 2008",,€0,€0,€0,123,25,25,25,23,25,117,25,25,25,21,21,332,67,65,67,82,51,241,21,83,45,67,25,124,30,22,25,25,22,,75,25,25,25,405,80,78,79,79,89,1417,471,1,1,Medium,Medium,1,Normal (185+),80,78,79,89,66,79
,Luiz Gustavo CDM LB CB,25,81,83,"VfL Wolfsburg
2013 ~ 2018",185221,"187cm / 6'2""",80kg / 176lbs,Left,83,CB,2,"Aug 16, 2013",,€8M,€50K,€0,328,68,45,77,80,58,324,70,48,51,78,77,375,76,74,75,83,67,384,77,74,85,79,69,347,88,85,51,67,56,,254,79,87,88,52,10,6,11,12,13,2064,443,3,2,Medium,High,2,Lean (185+),75,58,72,73,83,82
,José Callejón CAM RM,26,81,84,"Napoli
2013 ~ 2018",185020,"178cm / 5'10""",73kg / 161lbs,Right,81,CAM,3,"Jul 11, 2013",,€8.5M,€80K,€0,367,77,78,55,77,80,359,82,70,68,55,84,415,88,88,82,80,77,370,81,73,81,55,80,309,53,29,86,77,64,,75,25,25,25,49,8,5,14,11,11,1944,413,2,3,High,Medium,2,Lean (170-185),88,79,73,82,29,62
,Ramires CDM CM,26,81,82,"Chelsea
2010 ~ 2017",184943,"180cm / 5'11""",70kg / 154lbs,Right,82,RWB,1,"Aug 13, 2010",,€5.5M,€90K,€0,373,76,70,75,83,69,359,82,69,50,76,82,416,86,90,78,82,80,373,75,80,94,58,66,380,79,82,76,76,67,,236,76,82,78,48,12,6,9,12,9,2185,468,3,3,High,High,3,Lean (170-185),88,70,77,82,79,72
,S. Feghouli RM CAM,23,81,87,"Valencia
2010 ~ 2016",184881,"178cm / 5'10""",71kg / 157lbs,Right,81,RM,6,"Jul 1, 2010",,€10.5M,€70K,€0,347,80,68,51,77,71,368,87,56,70,70,85,416,87,82,85,83,79,368,82,71,84,57,74,302,45,42,80,74,61,,110,31,46,33,48,13,7,10,10,8,1959,419,3,3,High,Medium,1,Lean (170-185),84,72,75,86,40,62
,C. Benteke ST,22,81,87,"Aston Villa
2012 ~ 2017",184111,"192cm / 6'4""",86kg / 190lbs,Right,80,ST,6,"Aug 1, 2012",,€10.5M,€60K,€0,368,58,84,81,73,72,308,75,60,46,48,79,353,82,81,74,68,48,409,83,81,77,90,78,341,80,29,81,70,81,,80,25,30,25,44,14,5,12,8,5,1903,418,4,3,Medium,Medium,3,Normal (185+),81,82,64,74,33,84
,M. Sakho CB,23,81,85,"Liverpool
2013 ~ 2018",183285,"187cm / 6'2""",83kg / 183lbs,Left,80,CB,4,"Sep 2, 2013",,€9M,€80K,€0,252,60,23,78,71,20,260,50,50,30,64,66,318,68,68,61,66,55,331,51,82,72,88,38,286,85,79,32,50,40,,246,77,86,83,50,14,12,9,7,8,1743,382,2,2,Medium,High,3,Normal (185+),68,33,60,57,81,83
,Éverton Ribeiro CAM,24,81,83,"Cruzeiro
2013 ~ 2015",181019,"174cm / 5'9""",69kg / 152lbs,Left,81,CAM,2,"Jan 1, 2013",,€11M,€70K,€0,372,75,75,64,81,77,390,85,76,67,76,86,421,86,81,91,81,82,315,70,59,70,46,70,331,45,58,74,82,72,,119,41,40,38,55,13,13,6,15,8,2003,418,3,5,High,Low,1,Normal (170-185),83,73,78,86,46,52
,B. Höwedes CB RB,25,81,84,"Schalke 04
2007 ~ 2017",179784,"187cm / 6'2""",82kg / 181lbs,Right,81,CB,3,"Jul 1, 2007",,€8.5M,€70K,€0,314,65,53,84,74,38,286,60,38,52,64,72,337,65,68,60,81,63,321,62,78,69,81,31,323,80,82,49,56,56,,250,83,83,84,46,14,6,9,10,7,1877,407,4,2,Medium,Medium,2,Normal (185+),67,50,64,65,83,78
,É. Banega CM CAM,25,81,84,"Newell's Old Boys
2008 ~ 2015",178562,"174cm / 5'9""",71kg / 157lbs,Right,81,CM,3,"Jan 1, 2008",,€10M,€90K,€0,337,76,66,44,87,64,407,82,81,76,83,85,383,69,66,83,80,85,341,71,58,69,67,76,365,76,69,75,86,59,,183,48,77,58,45,13,8,7,7,10,2061,433,4,3,Medium,Medium,2,Normal (170-185),67,69,83,83,62,69
,A. Cerci CF RW,25,81,84,"Torino
2012 ~ 2016",178393,"180cm / 5'11""",78kg / 172lbs,Left,84,LM,3,"Aug 1, 2012",,€11M,€60K,€0,393,86,78,66,84,79,416,84,86,79,81,86,417,87,89,83,80,78,383,79,67,78,77,82,353,65,42,81,83,82,,84,25,32,27,51,9,14,7,12,9,2097,444,4,4,Medium,Low,2,Normal (170-185),88,79,84,84,35,74
,B. Ivanović RB CB,29,81,81,"Chelsea
2008 ~ 2016",178372,"185cm / 6'1""",91kg / 201lbs,Right,83,CB,0,"Jan 16, 2008",,€5.5M,€90K,€0,326,71,56,86,66,47,291,57,69,47,55,63,319,65,69,54,84,47,378,72,83,77,85,61,337,85,85,54,56,57,,253,84,86,83,56,14,8,12,10,12,1960,417,3,2,High,Medium,3,Normal (185+),67,60,63,59,85,83
,Rui Patrício GK,25,81,84,"Sporting CP
2006 ~ 2018",178005,"190cm / 6'3""",85kg / 187lbs,Left,81,GK,3,"Jan 1, 2006",,€6M,€90K,€0,131,25,25,25,31,25,130,25,25,25,30,25,274,45,48,56,74,51,263,38,79,45,76,25,143,39,22,25,25,32,,75,25,25,25,409,85,81,82,80,81,1425,456,2,1,Medium,Medium,2,Normal (185+),85,81,82,81,47,80
,S. Sam RW CF,25,81,83,"Bayer 04 Leverkusen
2010 ~ 2015",177934,"174cm / 5'9""",71kg / 157lbs,Left,81,RW,2,"Jul 1, 2010",,€11M,€80K,€0,374,78,74,61,78,83,365,84,74,64,65,78,430,91,90,90,78,81,381,88,80,69,58,86,332,71,38,80,75,68,,85,22,37,26,57,10,12,15,13,7,2024,425,3,4,Medium,Medium,2,Normal (170-185),90,80,75,82,34,64
,S. Bender CDM,24,81,84,"Borussia Dortmund
2009 ~ 2017",177458,"185cm / 6'1""",72kg / 159lbs,Right,82,CDM,3,"Jul 1, 2009",,€8M,€90K,€0,314,56,43,76,82,57,283,60,32,40,77,74,345,67,66,66,82,64,382,75,74,93,75,65,352,86,88,52,68,58,,257,84,86,87,57,13,7,8,14,15,1990,424,4,2,High,High,2,Lean (185+),66,56,69,66,85,82
,L. Bender CM CDM,24,81,84,"Bayer 04 Leverkusen
2009 ~ 2019",177457,"184cm / 6'0""",77kg / 170lbs,Right,81,CDM,3,"Aug 18, 2009",,€10M,€80K,€0,340,69,59,73,82,57,327,73,49,47,82,76,356,69,71,65,82,69,394,74,76,94,76,74,362,78,86,69,77,52,,238,77,83,78,44,12,6,7,12,7,2061,444,3,2,High,High,3,Lean (185+),70,65,75,73,80,81
,Jonas CAM ST LM,29,81,81,"Valencia
2011 ~ 2015",176769,"181cm / 5'11""",73kg / 161lbs,Right,81,CAM,0,"Jan 1, 2011",,€8M,€80K,€0,349,62,82,60,77,68,384,81,85,75,56,87,376,75,77,77,82,65,355,79,64,68,61,83,321,58,31,81,81,70,,78,25,25,28,43,12,11,7,8,5,1906,402,4,3,High,Low,2,Lean (170-185),76,80,72,82,30,62
,C. Bravo GK,30,81,81,"Real Sociedad
2006 ~ 2017",174543,"185cm / 6'1""",84kg / 185lbs,Right,81,GK,0,"Jun 1, 2006",,€3.3M,€70K,€0,145,32,25,25,32,31,132,25,26,25,31,25,319,55,54,64,82,64,258,32,81,44,70,31,136,40,23,25,25,23,,75,25,25,25,409,84,74,88,78,85,1474,463,3,1,Medium,Medium,2,Normal (185+),84,74,88,85,54,78
,K. Mirallas RM,25,81,83,"Everton
2012 ~ 2016",172175,"178cm / 5'10""",70kg / 154lbs,Right,82,RW,2,"Aug 19, 2012",,€10M,€50K,€0,380,82,78,64,80,76,397,87,77,74,77,82,413,90,87,86,76,74,367,77,73,76,65,76,305,48,35,80,67,75,,148,40,55,53,60,8,10,14,13,15,2070,438,4,4,High,Medium,2,Normal (170-185),88,77,77,84,47,65
,I. Rakitić CAM CM CDM,25,81,84,"Sevilla
2011 ~ 2015",168651,"184cm / 6'0""",80kg / 176lbs,Right,81,CAM,3,"Jan 1, 2011",,€11M,€80K,€0,381,86,80,49,86,80,424,79,87,84,89,85,352,67,70,72,77,66,357,81,52,77,63,84,369,67,61,78,85,78,,157,48,59,50,51,14,11,12,5,9,2091,436,3,3,Medium,Medium,2,Normal (170-185),69,81,86,79,54,67
,Miranda CB,28,81,82,"Atlético Madrid
2011 ~ 2016",168609,"186cm / 6'1""",76kg / 168lbs,Right,81,CB,1,"Jul 1, 2011",,€6M,€90K,€0,289,48,43,83,64,51,260,60,32,39,65,64,351,74,77,67,75,58,345,70,86,69,79,41,314,88,81,43,53,49,,250,83,82,85,53,12,6,10,13,12,1862,406,3,2,Medium,Medium,2,Lean (185+),76,49,56,63,83,79
,Y. Cabaye CM CAM CDM,27,81,82,"Paris Saint Germain
2014 ~ 2017",167943,"175cm / 5'9""",72kg / 159lbs,Right,80,CM,1,"Jan 29, 2014",,€7.5M,€90K,€0,374,77,70,69,85,73,401,74,79,83,82,83,372,67,71,78,79,77,382,80,72,83,66,81,392,77,79,70,84,82,,206,68,72,66,54,13,8,15,7,11,2181,448,4,3,Medium,Medium,3,Normal (170-185),69,75,82,78,71,73
,A. Valencia RM,27,81,81,"Manchester United
2009 ~ 2015",167905,"181cm / 5'11""",78kg / 172lbs,Right,80,RM,0,"Jun 30, 2009",,€7.5M,€90K,€0,359,83,62,65,80,69,379,81,81,65,72,80,405,85,83,81,82,74,362,81,63,82,73,63,341,73,42,77,80,69,,142,42,49,51,46,15,10,9,6,6,2034,432,2,4,Medium,High,3,Normal (170-185),84,67,79,80,47,75
,M. Škrtel CB,28,81,81,"Liverpool
2008 ~ 2016",166706,"191cm / 6'3""",81kg / 179lbs,Right,80,CB,0,"Jan 11, 2008",,€6M,€80K,€0,268,39,35,86,65,43,229,46,33,27,62,61,315,54,66,62,73,60,316,46,75,75,85,35,278,84,81,33,28,52,,245,81,83,81,44,15,5,7,6,11,1695,365,2,2,Medium,High,3,Normal (185+),61,38,48,54,82,82
,Diego Alves GK,28,81,85,"Valencia
2011 ~ 2015",165580,"188cm / 6'2""",85kg / 187lbs,Left,81,GK,4,"Jul 1, 2011",,€6M,€70K,€0,142,34,25,25,33,25,136,25,32,21,33,25,314,55,55,69,78,57,271,45,84,43,67,32,149,44,25,25,25,30,,75,25,25,25,399,90,72,74,73,90,1486,454,2,1,Medium,Medium,2,Normal (185+),90,72,74,90,55,73
,T. Walcott RM RW,24,81,85,"Arsenal
2006 ~ 2016",164859,"176cm / 5'9""",68kg / 150lbs,Right,81,RW,4,"Jan 20, 2006",,€10M,€90K,€0,362,78,83,53,77,71,371,81,72,73,65,80,438,97,96,83,82,80,336,76,59,75,59,67,317,61,31,82,76,67,,96,27,33,36,45,11,8,9,9,8,1965,425,3,3,High,Low,3,Lean (170-185),96,77,75,81,33,63
,M. Boussoufa CAM,28,81,81,"Lokomotiv Moskva
2013 ~ 2016",164435,"167cm / 5'6""",61kg / 134lbs,Right,83,RM,0,"Aug 16, 2013",,€8.5M,€80K,€0,354,85,72,45,83,69,406,86,79,77,80,84,421,85,76,90,77,93,338,72,76,84,32,74,344,66,47,76,84,71,,124,35,42,47,64,10,14,13,13,14,2051,417,3,5,Medium,Medium,2,Lean (170-),80,72,83,86,42,54
