Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning
,José Callejón RM RW,31,84,84,"Napoli
2013 ~ 2020",185020,"178cm / 5'10""",73kg / 161lbs,Right,83,RW,0,"Jul 11, 2013",,€27.5M,€100K,€46.8M,389,82,78,65,80,84,356,82,73,65,51,85,424,88,89,85,82,80,377,78,73,91,55,80,322,54,40,88,78,62,79,128,64,32,32,49,8,5,14,11,11,2045,437,3,3,High,High,3,Lean (170-185),89,78,75,83,47,65
,J. Boateng CB,29,84,84,"FC Bayern München
2011 ~ 2021",183907,"192cm / 6'4""",90kg / 198lbs,Right,83,CB,0,"Jul 14, 2011",,€24M,€100K,€39.6M,315,69,34,85,75,52,300,64,53,31,82,70,327,66,71,56,82,52,369,78,73,69,91,58,330,81,81,47,75,46,84,256,83,87,86,45,7,12,15,6,5,1942,423,4,2,Medium,Medium,4,Stocky (185+),69,50,72,65,84,83
,Willian RW LW,29,84,84,"Chelsea
2013 ~ 2020",180403,"175cm / 5'9""",78kg / 172lbs,Right,83,CAM,0,"Aug 28, 2013",,€30.5M,€170K,€56.4M,323,76,77,31,80,59,412,88,82,83,77,82,427,91,86,89,82,79,351,84,41,85,60,81,331,44,55,79,83,70,79,151,43,57,51,59,14,12,13,7,13,2054,443,4,4,High,High,3,Lean (170-185),88,78,80,86,49,62
,S. Khedira CM CDM,31,84,84,"Juventus
2015 ~ 2021",179846,"189cm / 6'2""",90kg / 198lbs,Right,83,CM,0,"Jul 1, 2015",,€26.5M,€150K,€43.7M,383,72,72,76,85,78,383,81,68,68,82,84,310,54,60,55,87,54,389,82,68,74,87,78,396,82,86,79,80,69,84,239,80,83,76,48,11,9,5,15,8,2148,453,4,2,Medium,High,3,Normal (185+),57,76,79,78,81,82
,Diego Costa ST,29,84,84,"Atlético Madrid
2018 ~ 2021",179844,"188cm / 6'2""",86kg / 190lbs,Right,81,ST,0,"Jan 1, 2018",,€31M,€90K,€63.6M,378,65,85,82,65,81,332,77,62,59,52,82,344,74,76,58,83,53,387,83,64,76,90,74,367,93,40,85,74,75,83,131,58,39,34,55,11,13,12,8,11,1994,432,4,2,High,Medium,4,Normal (185+),75,82,64,76,49,86
,É. Banega CM CDM CAM,30,84,84,"Sevilla
2017 ~ 2020",178562,"174cm / 5'9""",71kg / 157lbs,Right,82,CM,0,"Jul 3, 2017",,€29M,€30K,€60.9M,348,80,66,49,88,65,419,83,83,81,87,85,371,68,64,79,77,83,350,74,57,74,67,78,395,78,76,75,88,78,80,218,77,72,69,45,13,8,7,7,10,2146,448,4,4,Medium,Medium,3,Normal (170-185),66,71,86,83,72,70
,Y. Sommer GK,29,84,85,"Borussia Mönchengladbach
2014 ~ 2021",177683,"183cm / 6'0""",79kg / 174lbs,Right,82,GK,1,"Jul 1, 2014",,€24M,€40K,€42.6M,84,13,13,10,40,8,96,15,12,13,31,25,296,48,54,55,81,58,221,23,73,45,68,12,156,38,21,15,58,24,57,40,9,19,12,411,79,84,81,80,87,1304,462,4,1,Medium,Medium,3,Normal (170-185),79,84,81,87,51,80
,Lucas Leiva CDM,31,84,84,"Lazio
2017 ~ 2022",176266,"179cm / 5'10""",78kg / 172lbs,Right,82,CDM,0,"Jul 18, 2017",,€21M,€70K,€35.7M,338,63,62,72,82,59,358,77,74,47,81,79,374,67,67,78,82,80,376,77,82,84,67,66,378,83,87,66,81,61,86,247,82,84,81,37,10,8,8,5,6,2108,445,3,3,Medium,High,3,Normal (170-185),67,66,76,78,83,75
,Sokratis CB,30,84,84,"Arsenal
2018 ~ 2021",172879,"186cm / 6'1""",85kg / 187lbs,Right,82,CB,0,"Jul 2, 2018",,€23M,€140K,€43.7M,287,47,44,85,65,46,236,58,29,35,54,60,348,67,76,60,81,64,370,77,86,72,87,48,282,88,76,49,45,24,82,257,85,86,86,36,6,8,5,12,5,1816,402,2,2,Medium,High,3,Normal (185+),72,51,52,60,84,83
,M. Hamšík CM,30,84,84,"Dalian Professional
2019 ~ 2021",171877,"183cm / 6'0""",73kg / 161lbs,Right,83,CM,0,"Feb 14, 2019",,€29M,€30K,€62.4M,389,78,74,74,86,77,402,84,80,70,83,85,370,70,68,77,88,67,378,82,70,81,67,78,373,60,72,85,86,70,84,207,75,70,62,46,8,6,4,14,14,2165,453,5,3,High,Medium,3,Normal (170-185),69,77,83,83,72,69
,S. Ruffier GK,31,84,84,"Saint-Étienne
2011 ~ 2021",167628,"188cm / 6'2""",93kg / 205lbs,Right,82,GK,0,"Jul 11, 2011",,€19M,€40K,€36.1M,80,11,11,12,33,13,90,12,17,12,34,15,279,45,50,51,78,55,217,21,72,37,76,11,142,31,25,12,49,25,66,36,13,12,11,410,82,84,77,85,82,1254,458,3,1,Medium,Medium,3,Stocky (185+),82,84,77,82,48,85
,Falcao ST,32,84,84,"Monaco
2013 ~ 2020",167397,"177cm / 5'10""",72kg / 159lbs,Right,82,ST,0,"Jul 1, 2013",,€25M,€110K,€47.5M,393,55,86,89,79,84,370,74,83,73,58,82,368,69,66,76,82,75,390,79,91,68,75,77,356,75,41,89,70,81,87,100,39,42,19,43,10,13,6,9,5,2020,413,4,3,High,Medium,3,Normal (170-185),67,83,69,77,43,74
,Raúl Albiol CB,32,84,84,"Napoli
2013 ~ 2021",157481,"190cm / 6'3""",82kg / 181lbs,Right,83,CB,0,"Jul 21, 2013",,€18M,€90K,€30.6M,247,38,27,77,74,31,300,59,53,45,72,71,298,54,53,53,82,56,327,65,77,50,82,53,291,81,86,30,57,37,75,261,89,87,85,36,8,6,5,9,8,1760,378,3,2,Low,High,3,Lean (185+),53,41,61,63,86,74
,A. Gómez CAM CF ST,30,84,84,"Atalanta
2014 ~ 2022",143076,"165cm / 5'5""",68kg / 150lbs,Right,83,RW,0,"Sep 2, 2014",,€29.5M,€50K,€50.2M,348,81,76,38,81,72,402,85,79,79,74,85,447,94,86,92,81,94,348,76,70,75,48,79,330,56,40,80,82,72,84,114,50,30,34,46,8,11,12,9,6,2035,428,4,4,High,Medium,3,Normal (170-),90,76,80,86,39,57
,V. Kompany CB,32,84,84,"Manchester City
2008 ~ 2019",139720,"190cm / 6'3""",85kg / 187lbs,Right,82,CB,0,"Aug 22, 2008",,€18M,€160K,€33.3M,308,61,45,83,73,46,312,63,61,52,66,70,283,49,53,55,85,41,352,73,72,65,87,55,332,87,82,41,59,63,80,254,85,85,84,38,10,9,5,8,6,1879,398,3,2,Medium,High,4,Normal (185+),51,53,65,64,84,81
,J. Pavlenka GK,26,83,85,"Werder Bremen
2017 ~ 2021",236583,"196cm / 6'5""",81kg / 179lbs,Right,81,GK,2,"Jul 1, 2017",,€21.5M,€30K,€38.2M,88,11,16,14,28,19,72,12,10,14,17,19,219,35,37,39,81,27,162,21,36,20,68,17,92,22,13,14,25,18,39,36,12,10,14,397,86,78,68,78,87,1066,433,3,1,Medium,Medium,1,Lean (185+),86,78,68,87,36,78
,K. Havertz CAM RM,19,83,90,"Bayer 04 Leverkusen
2016 ~ 2022",235790,"188cm / 6'2""",83kg / 183lbs,Left,82,CAM,7,"Jul 1, 2016",,€35.5M,€40K,€67.5M,384,73,77,73,85,76,377,84,75,53,78,87,394,77,86,78,82,71,354,71,69,76,63,75,303,41,38,80,83,61,83,123,39,46,38,47,6,8,11,10,12,1982,426,4,4,Medium,Medium,1,Lean (185+),82,75,79,84,44,62
,Rodri CDM CM,22,83,88,"Atlético Madrid
2018 ~ 2023",231866,"191cm / 6'3""",82kg / 181lbs,Right,81,CDM,5,"Jul 1, 2018",,€29.5M,€60K,€62.7M,347,63,64,75,86,59,360,77,65,54,82,82,359,69,67,69,82,72,375,70,69,82,78,76,349,63,82,75,83,46,85,234,78,81,75,49,10,10,7,14,8,2073,446,3,3,Medium,Medium,2,Lean (185+),68,67,78,78,79,76
,M. Rashford ST LW RW,20,83,90,"Manchester United
2014 ~ 2023",231677,"186cm / 6'1""",70kg / 154lbs,Right,83,ST,7,"Jul 1, 2014",,€37.5M,€130K,€78.8M,376,74,81,73,76,72,394,84,81,80,65,84,430,90,93,88,82,77,396,87,68,86,76,79,350,73,42,84,76,75,78,110,37,40,33,53,11,6,15,7,14,2109,451,3,5,High,High,2,Lean (185+),92,81,74,84,42,78
,Gabriel Jesus ST,21,83,90,"Manchester City
2016 ~ 2023",230666,"175cm / 5'9""",73kg / 161lbs,Right,83,RW,7,"Aug 3, 2016",,€37M,€130K,€76.9M,374,66,85,75,76,72,367,86,76,54,66,85,440,87,85,92,85,91,380,78,77,84,68,73,346,73,32,86,77,78,82,95,53,23,19,48,13,8,6,6,15,2050,437,3,4,High,High,2,Normal (170-185),86,80,72,87,39,73
,Arthur CM,21,83,90,"FC Barcelona
2018 ~ 2024",230658,"171cm / 5'7""",73kg / 161lbs,Right,82,CM,7,"Jul 9, 2018",,€36M,€140K,€81M,350,70,72,58,87,63,386,84,74,60,82,86,390,72,68,79,81,90,374,76,78,78,68,74,382,73,77,77,86,69,88,216,70,76,70,55,6,13,13,11,12,2153,452,3,4,Medium,Medium,1,Normal (170-185),70,73,81,84,72,72
,G. Donnarumma GK,19,83,94,"Milan
2015 ~ 2021",230621,"196cm / 6'5""",90kg / 198lbs,Right,82,GK,11,"Jul 1, 2015",,€33.5M,€30K,€63.7M,78,12,12,12,34,8,106,28,12,14,24,28,276,46,54,64,74,38,220,24,72,34,72,18,144,30,26,14,50,24,68,50,20,14,16,408,89,78,73,79,89,1282,458,3,1,Medium,Medium,3,Normal (185+),89,78,73,89,50,79
,Ronaldo Cabrais RW CAM,26,83,83,"Grêmio
2018 ~ 2021",230481,"177cm / 5'10""",75kg / 165lbs,Right,83,RM,0,"Jan 1, 2018",,€28M,€50K,€50.4M,380,83,74,64,83,76,414,85,86,78,82,83,420,88,87,85,84,76,380,82,64,86,70,78,344,62,40,82,83,77,81,92,24,35,33,65,12,12,13,15,13,2095,438,4,4,High,Medium,1,Normal (170-185),87,77,83,84,35,72
,Josué Chiamulera CB,26,83,83,"Grêmio
2018 ~ 2021",230375,"185cm / 6'1""",80kg / 176lbs,Right,82,CB,0,"Jan 1, 2018",,€22.5M,€40K,€40.5M,279,40,38,83,74,44,281,56,45,49,61,70,391,83,78,77,85,68,312,53,69,76,73,41,308,88,84,38,42,56,71,254,85,87,82,69,16,15,13,15,10,1894,405,3,2,Medium,Medium,1,Normal (185+),80,43,56,64,85,77
,Louri Beretta ST CF,26,83,83,"Atlético Mineiro
2018 ~ 2021",230294,"188cm / 6'2""",83kg / 183lbs,Right,82,ST,0,"Jan 1, 2018",,€28.5M,€60K,€54.2M,379,56,85,83,73,82,322,75,59,67,47,74,356,79,83,55,84,55,394,85,84,56,87,82,315,65,32,83,58,77,79,77,26,27,24,78,8,11,20,19,20,1921,407,3,4,High,Low,1,Normal (185+),81,84,62,72,33,75
,Gonçalo Guedes LM ST,21,83,89,"Valencia
2018 ~ 2024",224411,"179cm / 5'10""",68kg / 150lbs,Right,82,LM,6,"Aug 29, 2018",,€35.5M,€40K,€82.8M,364,78,78,60,77,71,382,86,76,70,69,81,426,91,90,85,80,80,374,84,65,75,68,82,340,67,50,77,77,69,80,88,24,34,30,50,9,12,11,9,9,2024,434,4,4,High,Medium,1,Normal (170-185),90,79,76,84,36,69
,N. Keïta CM CDM CAM,23,83,88,"Liverpool
2018 ~ 2023",220971,"172cm / 5'8""",64kg / 141lbs,Right,82,CM,5,"Jul 1, 2018",,€34M,€120K,€65.5M,336,62,74,42,87,71,387,88,64,70,77,88,403,78,64,89,82,90,342,76,53,82,58,73,367,78,76,74,81,58,79,194,68,64,62,59,7,14,15,14,9,2088,441,4,4,High,Medium,2,Lean (170-185),70,73,77,88,65,68
,L. Hernández LB CB,22,83,89,"Atlético Madrid
2015 ~ 2024",220814,"182cm / 6'0""",76kg / 168lbs,Left,82,LB,6,"Jul 1, 2015",,€29.5M,€60K,€66.4M,339,78,53,82,80,46,305,65,59,39,63,79,386,80,84,70,85,67,361,62,83,86,79,51,331,86,82,60,61,42,76,247,78,83,86,49,10,7,8,14,10,2018,441,3,3,Medium,High,3,Normal (170-185),82,54,70,71,82,82
,D. Sánchez CB,22,83,87,"Tottenham Hotspur
2017 ~ 2024",220793,"187cm / 6'2""",79kg / 174lbs,Right,82,CB,4,"Aug 26, 2017",,€28.5M,€90K,€54.9M,261,36,40,80,77,28,260,63,30,27,67,73,345,72,79,60,79,55,342,66,73,76,83,44,296,87,82,34,49,44,75,254,82,85,87,47,9,7,10,6,15,1805,409,3,2,Medium,High,2,Normal (185+),76,45,57,66,83,82
,C. Tolisso CM CDM,23,83,88,"FC Bayern München
2017 ~ 2022",219683,"181cm / 5'11""",81kg / 179lbs,Right,82,CM,5,"Jul 1, 2017",,€34M,€90K,€58.7M,370,67,75,82,84,62,383,77,66,73,86,81,373,75,66,75,83,74,417,82,90,87,77,81,386,81,76,79,80,70,74,224,75,78,71,54,7,10,14,9,14,2207,461,3,3,High,Medium,2,Normal (170-185),70,77,79,78,76,81
,A. Kramarić ST CAM LW,27,83,83,"TSG Hoffenheim
2015 ~ 2022",216354,"177cm / 5'10""",73kg / 161lbs,Right,82,CF,0,"Jan 16, 2015",,€27.5M,€60K,€46.8M,395,76,86,69,79,85,379,87,79,74,53,86,399,78,73,82,83,83,382,83,69,77,68,85,340,73,21,84,72,90,82,81,35,20,26,58,8,14,14,7,15,2034,420,4,4,Medium,Medium,2,Normal (170-185),75,85,73,86,30,71
,A. Robertson LB,24,83,88,"Liverpool
2017 ~ 2024",216267,"178cm / 5'10""",64kg / 141lbs,Left,83,LWB,5,"Jul 21, 2017",,€29M,€110K,€55.8M,317,88,57,63,77,32,335,77,78,30,71,79,404,83,86,78,83,74,348,67,62,93,66,60,360,80,82,66,77,55,79,244,81,83,80,50,11,8,10,7,14,2058,453,2,3,High,High,1,Lean (170-185),85,59,76,78,80,75
,T. Lemar LM CAM RM,22,83,89,"Atlético Madrid
2018 ~ 2023",213565,"171cm / 5'7""",62kg / 137lbs,Left,83,CAM,6,"Jul 1, 2018",,€35.5M,€60K,€79.9M,372,83,75,54,84,76,412,85,85,81,75,86,422,86,84,87,79,86,370,79,71,79,63,78,359,63,66,78,84,68,80,177,55,59,63,60,11,15,13,7,14,2172,454,2,4,Medium,Medium,3,Lean (170-185),85,76,82,85,59,67
,K. Coman LM RM LW RW,22,83,88,"FC Bayern München
2015 ~ 2023",213345,"179cm / 5'10""",75kg / 165lbs,Right,83,RW,5,"Aug 30, 2015",,€34.5M,€90K,€59.5M,359,79,74,52,77,77,392,87,84,70,67,84,442,94,93,88,83,84,359,78,73,72,63,73,287,36,23,81,77,70,75,61,29,17,15,21,5,3,5,3,5,1921,415,3,5,Medium,Low,2,Lean (170-185),93,75,76,86,25,60
,Anderson Talisca CAM RW,24,83,88,"Guangzhou Evergrande
2019 ~ 2022",212523,"190cm / 6'3""",80kg / 176lbs,Left,82,CAM,5,"Jan 1, 2019",,€34.5M,€30K,€78.5M,389,75,80,77,81,76,418,82,86,87,79,84,379,78,76,76,79,70,381,84,58,79,72,88,364,67,55,86,81,75,74,154,53,59,42,59,13,11,13,12,10,2144,449,4,4,High,Low,2,Unique,77,82,80,81,57,72
,J. Brandt LM CAM RM,22,83,88,"Bayer 04 Leverkusen
2014 ~ 2021",212194,"186cm / 6'1""",84kg / 185lbs,Right,83,CAM,5,"Jan 1, 2014",,€34.5M,€70K,€61.2M,354,78,78,42,85,71,383,87,77,59,74,86,404,78,84,82,82,78,369,80,63,76,72,78,294,42,34,79,85,54,77,93,39,26,28,55,11,16,11,8,9,1952,424,4,4,Medium,Medium,2,Normal (185+),81,77,80,86,33,67
,João Cancelo RB,24,83,88,"Juventus
2018 ~ 2023",210514,"182cm / 6'0""",74kg / 163lbs,Right,83,RWB,5,"Jul 1, 2018",,€29M,€100K,€50M,349,86,58,64,79,62,396,85,83,69,75,84,417,91,91,78,83,74,375,80,73,90,66,66,348,73,77,78,74,46,77,237,79,79,79,58,6,9,15,14,14,2180,469,3,4,High,Medium,2,Lean (170-185),91,65,79,83,77,74
,A. Romagnoli CB,23,83,90,"Milan
2015 ~ 2022",210413,"188cm / 6'2""",78kg / 172lbs,Left,82,CB,7,"Aug 11, 2015",,€31M,€90K,€58.9M,243,36,30,77,72,28,266,65,36,24,71,70,323,63,69,60,78,53,344,64,78,75,81,46,281,85,86,31,45,34,76,256,88,86,82,52,9,14,12,8,9,1765,392,3,2,Medium,High,2,Normal (185+),66,40,55,66,85,80
,A. Rabiot CM CDM,23,83,87,"Paris Saint Germain
2012 ~ 2019",210008,"192cm / 6'4""",80kg / 176lbs,Left,82,CM,4,"Jul 1, 2012",,€33M,€90K,€63.5M,373,70,69,77,85,72,377,79,73,59,83,83,381,73,74,79,83,72,394,80,73,82,80,79,379,76,80,76,80,67,84,226,70,81,75,52,9,12,9,7,15,2182,463,3,3,High,Medium,2,Lean (185+),74,74,79,80,77,79
,Q. Promes LM ST RM,26,83,83,"Sevilla
2018 ~ 2023",208808,"174cm / 5'9""",72kg / 159lbs,Right,83,RW,0,"Aug 31, 2018",,€28M,€30K,€58.8M,372,80,84,60,79,69,390,84,75,76,73,82,429,90,91,87,82,79,391,82,82,83,61,83,332,60,37,79,82,74,78,113,39,38,36,49,10,13,6,7,13,2076,442,4,5,High,Medium,2,Lean (170-185),91,82,79,83,40,67
,Lucas Vázquez RW RM,27,83,83,"Real Madrid
2015 ~ 2021",208618,"173cm / 5'8""",70kg / 154lbs,Right,82,RM,0,"Jul 2, 2015",,€27M,€200K,€55.4M,352,83,72,56,83,58,392,82,82,71,75,82,423,86,82,86,85,84,371,80,68,90,57,76,355,72,62,82,83,56,75,185,62,62,61,50,9,16,9,9,7,2128,451,4,4,High,High,2,Normal (170-185),84,73,81,83,61,69
"FIFA 19 Sep 11, 201986  84 Potential",Y. Carrasco LM,24,83,84,"Dalian Professional
2018 ~ 2021",208418,"180cm / 5'11""",71kg / 157lbs,Right,83,RW,1,"Feb 26, 2018",,€31M,€20K,€69M,354,78,80,53,75,68,406,88,81,79,71,87,424,91,90,90,82,71,365,84,70,74,59,78,304,61,18,80,71,74,75,118,53,39,26,49,9,11,9,10,10,2020,435,4,4,High,Medium,3,Lean (170-185),90,80,75,87,39,64
,Felipe CB,29,83,83,"Porto
2016 ~ 2021",207863,"191cm / 6'3""",86kg / 190lbs,Right,82,CB,0,"Jul 1, 2016",,€20M,€20K,€40M,279,45,39,81,70,44,248,57,32,30,67,62,313,60,67,52,77,57,343,46,90,80,86,41,304,92,81,34,50,47,75,249,85,85,79,50,9,11,14,9,7,1786,390,3,2,Medium,High,3,Normal (185+),64,41,57,59,83,86
,Jorginho CM,26,83,84,"Chelsea
2018 ~ 2023",205498,"180cm / 5'11""",67kg / 148lbs,Right,82,CM,1,"Jul 16, 2018",,€30M,€140K,€57.8M,348,75,57,56,89,71,405,82,75,76,87,85,352,66,55,77,81,73,336,71,58,79,66,62,394,79,76,68,87,84,79,209,62,77,70,56,14,7,13,14,8,2100,430,3,3,Medium,Medium,2,Lean (170-185),60,63,84,82,70,71
,J. Pickford GK,24,83,88,"Everton
2017 ~ 2024",204935,"185cm / 6'1""",77kg / 170lbs,Left,82,GK,5,"Jun 15, 2017",,€25M,€80K,€49.4M,126,17,19,15,55,20,143,14,18,16,55,40,290,53,44,55,83,55,234,31,75,45,70,13,190,39,24,18,68,41,69,48,16,20,12,413,82,77,87,81,86,1444,461,4,1,Medium,Medium,1,Normal (185+),82,77,87,86,48,81
,S. Savić CB,27,83,85,"Atlético Madrid
2015 ~ 2020",204639,"187cm / 6'2""",79kg / 174lbs,Right,82,CB,2,"Jul 20, 2015",,€25.5M,€70K,€54.2M,253,35,34,85,72,27,246,47,34,28,69,68,308,55,61,61,82,49,293,43,87,55,77,31,274,83,84,29,41,37,75,252,86,83,83,66,14,13,14,13,12,1692,361,3,2,Medium,High,2,Lean (185+),58,35,54,57,84,73
,J. Stones CB,24,83,87,"Manchester City
2016 ~ 2022",203574,"188cm / 6'2""",70kg / 154lbs,Right,82,CB,4,"Aug 9, 2016",,€28.5M,€120K,€54.9M,282,62,29,83,81,27,299,69,47,29,74,80,340,67,71,61,82,59,315,46,75,79,77,38,319,79,81,48,67,44,82,252,85,85,82,51,7,15,11,10,8,1858,408,4,3,High,Medium,2,Lean (185+),69,36,69,72,84,78
,Suso RW CF,24,83,85,"Milan
2015 ~ 2022",202651,"176cm / 5'9""",70kg / 154lbs,Left,83,CAM,2,"Jan 17, 2015",,€32M,€110K,€56.8M,362,84,70,50,86,72,419,88,87,80,75,89,408,83,77,86,78,84,348,78,50,77,56,87,275,23,20,76,84,72,76,91,50,23,18,56,15,15,9,8,9,1959,413,3,4,High,Medium,3,Normal (170-185),80,76,83,87,33,54
,J. Draxler CM LW LM CAM,24,83,86,"Paris Saint Germain
2017 ~ 2021",202166,"187cm / 6'2""",77kg / 170lbs,Right,83,CAM,3,"Jan 3, 2017",,€32.5M,€90K,€62.6M,394,83,78,65,84,84,410,88,78,76,79,89,393,78,77,80,83,75,378,86,75,69,66,82,340,48,66,79,84,63,83,147,39,64,44,50,11,13,5,13,8,2112,445,5,4,Medium,Medium,3,Lean (185+),77,80,82,87,55,64
,Lucas Moura CF RM LM,25,83,84,"Tottenham Hotspur
2018 ~ 2024",200949,"174cm / 5'9""",70kg / 154lbs,Right,83,RW,1,"Jan 31, 2018",,€31.5M,€120K,€60.6M,356,75,82,50,77,72,389,88,71,74,74,82,449,94,90,94,81,90,374,79,85,75,59,76,354,72,50,82,76,74,82,125,31,43,51,54,9,10,14,7,14,2101,443,3,4,High,Medium,3,Normal (170-185),92,79,76,87,42,67
"FIFA 19 Sep 11, 201985  84 Potential",Danilo Pereira CDM CM,26,83,84,"Porto
2015 ~ 2022",200888,"188cm / 6'2""",83kg / 183lbs,Right,81,CDM,1,"Jul 2, 2015",,€25M,€20K,€51.9M,330,55,60,77,83,55,336,76,48,53,81,78,323,62,68,58,75,60,370,74,62,82,89,63,365,83,83,69,73,57,84,238,83,84,71,58,9,7,13,14,15,2020,441,3,3,Medium,High,3,Normal (185+),65,63,72,74,82,85
,Nacho Fernández CB LB RB,28,83,84,"Real Madrid
2010 ~ 2021",200724,"180cm / 5'11""",76kg / 168lbs,Right,81,CB,1,"Aug 1, 2010",,€23.5M,€180K,€49.9M,302,70,32,82,80,38,286,55,55,37,61,78,356,70,79,60,79,68,320,54,81,78,79,28,294,78,81,37,53,45,73,246,75,86,85,51,12,7,10,15,7,1855,402,4,2,Medium,High,2,Normal (170-185),75,37,66,64,81,79
,J. Iličić CF CAM,30,83,83,"Atalanta
2017 ~ 2021",200647,"190cm / 6'3""",79kg / 174lbs,Left,83,CAM,0,"Jul 5, 2017",,€25M,€50K,€42.5M,381,80,79,58,84,80,415,87,82,84,74,88,351,71,72,70,82,56,356,88,33,73,74,88,350,58,46,82,86,78,80,111,53,32,26,52,13,13,8,12,6,2016,433,4,4,Medium,Medium,3,Lean (185+),72,83,82,84,43,69
,T. Horn GK,25,83,86,"FC Köln
2011 ~ 2023",200316,"192cm / 6'4""",90kg / 198lbs,Left,82,GK,3,"Jul 1, 2011",,€23M,€20K,€36.2M,95,19,13,14,35,14,101,20,12,15,32,22,256,45,51,50,79,31,201,22,64,31,67,17,154,41,22,15,55,21,25,39,14,13,12,414,83,80,83,82,86,1260,462,3,1,Medium,Medium,2,Normal (185+),83,80,83,86,48,82
,Sergi Roberto RB RM CM,26,83,84,"FC Barcelona
2013 ~ 2022",199564,"178cm / 5'10""",68kg / 150lbs,Right,82,RWB,1,"Jul 1, 2013",,€24.5M,€170K,€52.1M,355,85,63,72,85,50,379,80,78,60,78,83,380,78,79,69,80,74,335,65,47,88,69,66,358,68,81,69,83,57,76,239,75,82,82,66,14,16,11,15,10,2112,455,3,4,High,High,3,Lean (170-185),79,63,82,80,79,72
,Pablo Sarabia CAM CM RM,26,83,84,"Sevilla
2016 ~ 2020",198950,"174cm / 5'9""",70kg / 154lbs,Left,82,CAM,1,"Jul 1, 2016",,€30.5M,€30K,€66.3M,370,84,78,61,83,64,408,86,84,74,79,85,389,75,76,80,77,81,323,76,40,72,58,77,339,46,58,82,84,69,74,163,60,54,49,58,16,7,15,6,14,2050,433,4,4,High,Medium,2,Normal (170-185),76,76,82,84,57,58
,Rodrigo ST,27,83,83,"Valencia
2014 ~ 2022",198329,"182cm / 6'0""",77kg / 170lbs,Left,81,ST,0,"Dec 3, 2014",,€27.5M,€60K,€57.8M,385,72,78,80,78,77,372,82,83,67,58,82,422,88,91,84,82,77,387,83,78,78,72,76,325,60,31,83,74,77,80,125,44,41,40,46,7,13,10,11,5,2062,439,3,4,High,Medium,2,Lean (170-185),90,79,73,82,44,71
,Bartra CB,27,83,84,"Real Betis
2018 ~ 2023",198141,"184cm / 6'0""",73kg / 161lbs,Right,81,CB,1,"Jan 30, 2018",,€24.5M,€30K,€53.3M,319,57,55,82,82,43,342,70,66,45,81,80,377,76,75,72,83,71,363,71,89,67,72,64,355,80,87,61,75,52,76,245,79,84,82,58,10,15,13,12,8,2059,438,3,3,High,Medium,3,Lean (170-185),75,60,73,74,83,73
,K. Kampl CM CAM CDM,27,83,83,"RB Leipzig
2017 ~ 2021",195365,"178cm / 5'10""",67kg / 148lbs,Right,81,CM,0,"Aug 31, 2017",,€26.5M,€70K,€45.1M,321,72,63,34,84,68,402,86,78,75,79,84,410,84,71,91,84,80,344,69,67,88,47,73,358,64,75,73,82,64,83,188,65,64,59,53,13,11,7,6,16,2076,435,4,3,High,High,2,Lean (170-185),77,67,80,86,63,62
,O. Baumann GK,28,83,84,"TSG Hoffenheim
2014 ~ 2021",193698,"187cm / 6'2""",82kg / 181lbs,Right,82,GK,1,"Jul 1, 2014",,€21M,€40K,€37.3M,82,14,11,16,30,11,84,19,12,11,25,17,267,47,51,45,81,43,215,21,73,39,69,13,126,32,21,10,41,22,52,47,15,18,14,399,83,82,70,79,85,1220,448,1,1,Medium,Medium,2,Normal (185+),83,82,70,85,49,79
,I. Gueye CDM,28,83,83,"Everton
2016 ~ 2022",193474,"174cm / 5'9""",66kg / 146lbs,Right,82,CDM,0,"Aug 3, 2016",,€21M,€120K,€39.9M,289,60,50,69,78,32,324,75,33,61,76,79,393,76,72,82,83,80,392,80,87,89,70,66,362,85,89,67,67,54,80,257,84,89,84,47,8,6,8,12,13,2064,444,3,3,Medium,High,2,Lean (170-185),74,59,69,78,85,79
,K. Casteels GK,26,83,85,"VfL Wolfsburg
2015 ~ 2021",192984,"197cm / 6'6""",86kg / 190lbs,Left,82,GK,2,"Jan 21, 2015",,€21.5M,€50K,€38.2M,92,15,15,14,35,13,107,14,20,13,37,23,265,44,46,50,82,43,213,21,58,44,72,18,126,33,16,15,42,20,40,47,11,19,17,406,83,79,79,82,83,1256,451,2,1,Medium,Medium,2,Normal (185+),83,79,79,83,45,82
