Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning
,P. Čech GK,35,84,84,"Arsenal
2015 ~ 2019",48940,"196cm / 6'5""",90kg / 198lbs,Left,81,GK,0,"Jun 29, 2015",,€7.5M,€80K,€14.3M,102,19,12,19,35,17,99,12,13,19,33,22,237,35,38,49,81,34,180,21,51,32,65,11,129,17,23,13,53,23,70,36,11,13,12,398,80,84,72,83,79,1181,435,3,1,Medium,Medium,4,Normal (185+),80,84,72,79,37,83
,O. Dembélé RW LW,20,83,92,"FC Barcelona
2017 ~ 2022",231443,"178cm / 5'10""",67kg / 148lbs,Left,83,LM,9,"Aug 28, 2017",,€40M,€150K,€90M,347,77,77,43,74,76,388,92,78,65,68,85,439,93,89,90,82,85,327,82,59,74,47,65,327,54,36,78,84,75,73,92,29,30,33,49,6,6,14,10,13,1969,420,5,5,High,Low,3,Lean (170-185),91,76,75,89,33,56
,Gabriel Jesus ST,20,83,92,"Manchester City
2016 ~ 2023",230666,"175cm / 5'9""",73kg / 161lbs,Right,83,CF,9,"Aug 3, 2016",,€41M,€120K,€84.1M,370,66,86,70,76,72,367,86,76,54,66,85,444,89,86,92,86,91,385,78,75,87,72,73,331,58,32,87,76,78,82,62,20,23,19,48,13,8,6,6,15,2007,427,4,4,High,High,2,Normal (170-185),87,81,71,87,28,73
,S. Milinković-Savić CM CAM,22,83,89,"Lazio
2015 ~ 2022",223848,"191cm / 6'3""",76kg / 168lbs,Right,82,CM,6,"Aug 6, 2015",,€35M,€60K,€66.5M,372,60,74,86,84,68,403,84,78,72,83,86,343,68,73,66,77,59,421,83,85,85,88,80,353,73,78,79,85,38,79,215,69,77,69,47,7,10,7,16,7,2154,464,4,4,High,Medium,2,Normal (185+),71,75,78,81,75,84
,N. Keïta CM CDM CAM,22,83,88,"RB Leipzig
2016 ~ 2020",220971,"172cm / 5'8""",64kg / 141lbs,Right,82,CAM,5,"Jul 1, 2016",,€34M,€70K,€60.4M,325,62,74,42,88,59,365,88,64,47,78,88,410,82,66,90,82,90,339,76,56,82,59,66,366,78,75,74,81,58,79,180,57,62,61,59,7,14,15,14,9,2044,438,4,4,High,Medium,2,Normal (170-185),73,71,77,88,61,68
,J. Giménez CB RB,22,83,87,"Atlético Madrid
2013 ~ 2023",216460,"185cm / 6'1""",77kg / 170lbs,Right,82,CB,4,"Jul 1, 2013",,€28.5M,€50K,€60.6M,261,47,37,79,68,30,241,47,36,44,58,56,323,68,72,57,76,50,362,72,90,68,84,48,263,89,85,24,27,38,73,256,85,84,87,52,9,11,7,10,15,1758,383,3,2,Medium,High,2,Normal (185+),70,45,51,52,84,81
,T. Lemar LM CAM,21,83,89,"Monaco
2015 ~ 2020",213565,"170cm / 5'7""",58kg / 128lbs,Left,82,CAM,6,"Jun 27, 2015",,€35.5M,€40K,€75.6M,369,80,76,54,84,75,408,85,81,81,75,86,419,86,84,85,80,84,378,82,72,79,69,76,359,63,66,77,85,68,80,185,63,59,63,60,11,15,13,7,14,2178,461,2,3,High,Medium,3,Lean (170-),85,77,82,85,62,70
,A. Laporte CB,23,83,88,"Manchester City
2018 ~ 2023",212218,"189cm / 6'2""",85kg / 187lbs,Left,82,CB,5,"Jan 30, 2018",,€29.5M,€110K,€56.8M,303,58,45,85,75,40,337,57,61,69,78,72,324,68,70,49,82,55,347,68,77,71,84,47,298,72,85,54,52,35,74,256,85,86,85,45,10,11,5,14,5,1910,410,3,2,Medium,Medium,2,Normal (185+),69,50,66,62,85,78
,T. Werner ST,21,83,87,"RB Leipzig
2016 ~ 2020",212188,"180cm / 5'11""",75kg / 165lbs,Right,82,ST,4,"Jul 1, 2016",,€34.5M,€70K,€61.2M,391,69,87,76,77,82,326,83,62,42,55,84,426,93,92,79,86,76,358,74,77,81,59,67,318,63,37,85,61,72,74,56,17,20,19,50,9,9,8,15,9,1925,414,4,3,High,Medium,3,Normal (170-185),92,79,66,83,28,66
,A. Martial LM LW ST,21,83,90,"Manchester United
2015 ~ 2019",211300,"184cm / 6'0""",76kg / 168lbs,Right,83,CF,7,"Sep 1, 2015",,€36.5M,€110K,€74.8M,381,76,84,70,77,74,372,88,84,54,60,86,429,92,89,85,81,82,393,84,80,78,76,75,336,59,42,81,73,81,80,110,35,39,36,51,9,8,8,15,11,2072,444,3,4,Medium,Medium,3,Normal (170-185),90,81,73,86,41,73
,L. Goretzka CM CAM CDM,22,83,88,"Schalke 04
2013 ~ 2018",209658,"189cm / 6'2""",79kg / 174lbs,Right,82,CM,5,"Jul 2, 2013",,€34M,€50K,€60.4M,374,75,72,75,84,68,392,80,76,75,79,82,402,85,85,76,84,72,376,77,67,86,68,78,387,84,82,79,82,60,81,231,74,79,78,56,13,8,15,11,9,2218,473,4,3,High,High,3,Lean (185+),85,74,80,80,78,76
,Q. Promes RM ST LM,25,83,84,"Spartak Moskva
2014 ~ 2021",208808,"174cm / 5'9""",72kg / 159lbs,Right,82,RM,1,"Aug 8, 2014",,€31M,€80K,€48.8M,369,79,83,60,78,69,390,84,75,76,73,82,425,86,91,87,82,79,391,82,82,83,61,83,321,60,27,79,81,74,78,76,25,24,27,49,10,13,6,7,13,2021,427,4,4,High,Low,2,Lean (170-185),89,81,78,83,29,67
,William Carvalho CDM CM,25,83,86,"Sporting CP
2011 ~ 2020",207566,"187cm / 6'2""",83kg / 183lbs,Right,81,CDM,3,"Jul 1, 2011",,€27.5M,€20K,€57.1M,329,66,56,73,84,50,370,79,77,50,86,78,274,52,53,45,74,50,357,59,68,84,88,58,359,75,84,62,78,60,89,233,77,85,71,45,6,6,5,14,14,1967,424,4,3,Medium,Medium,3,Normal (185+),53,57,77,74,80,83
,F. Thauvin RM RW,24,83,86,"Olympique Marseille
2017 ~ 2021",204970,"179cm / 5'10""",70kg / 154lbs,Left,83,CAM,3,"Jul 1, 2017",,€33M,€40K,€65.2M,388,82,78,75,83,70,402,85,86,72,75,84,403,88,79,82,83,71,370,83,64,75,66,82,316,56,42,82,79,57,82,89,29,29,31,52,8,11,14,10,9,2020,428,3,4,High,Medium,2,Lean (170-185),83,79,80,84,36,66
,Danilo Pereira CDM CB CM,25,83,86,"Porto
2015 ~ 2022",200888,"188cm / 6'2""",83kg / 183lbs,Right,82,CDM,3,"Jul 2, 2015",,€27.5M,€20K,€57.1M,319,50,56,76,82,55,333,76,48,53,79,77,329,67,68,58,76,60,384,77,67,87,89,64,363,88,85,69,69,52,84,243,80,85,78,58,9,7,13,14,15,2029,442,3,2,Medium,High,3,Normal (185+),68,62,69,74,82,87
,Vitolo LM RM,27,83,83,"Atlético Madrid
2017 ~ 2022",199715,"184cm / 6'0""",80kg / 176lbs,Right,82,LM,0,"Jul 12, 2017",,€27M,€70K,€55.4M,380,80,79,65,81,75,391,86,76,62,82,85,378,81,79,75,80,63,382,77,70,81,81,73,318,61,25,80,78,74,70,69,25,21,23,65,11,16,8,14,16,1983,423,4,3,High,High,2,Normal (170-185),80,77,79,83,28,76
,Pizzi CM,27,83,83,"Benfica
2013 ~ 2022",197965,"177cm / 5'10""",72kg / 159lbs,Right,83,CAM,0,"Jul 30, 2013",,€26.5M,€20K,€53M,360,77,78,45,83,77,405,82,83,76,82,82,417,83,76,87,87,84,368,74,67,90,59,78,392,73,70,87,86,76,85,178,62,64,52,62,15,14,9,9,15,2182,454,4,4,High,Medium,3,Lean (170-185),79,78,82,83,62,70
,O. Baumann GK,27,83,84,"TSG Hoffenheim
2014 ~ 2021",193698,"187cm / 6'2""",82kg / 181lbs,Right,82,GK,1,"Jul 1, 2014",,€20M,€40K,€35.5M,82,14,11,16,30,11,84,19,12,11,25,17,267,47,51,45,81,43,215,21,73,39,69,13,126,32,21,10,41,22,52,42,10,18,14,401,82,82,70,82,85,1217,450,3,1,Medium,Medium,2,Normal (185+),82,82,70,85,49,82
,J. Cuadrado RM,29,83,83,"Juventus
2015 ~ 2020",193082,"179cm / 5'10""",72kg / 159lbs,Right,82,RM,0,"Feb 2, 2015",,€25.5M,€130K,€42.1M,349,78,67,58,78,68,389,90,76,69,69,85,436,90,92,91,80,83,377,84,75,78,60,80,355,74,62,78,76,65,78,200,60,70,70,38,5,5,13,6,9,2144,461,3,5,High,Medium,3,Lean (170-185),91,74,76,88,64,68
,M. Götze CM CAM CF,25,83,87,"Borussia Dortmund
2016 ~ 2020",192318,"176cm / 5'9""",75kg / 165lbs,Right,83,CAM,4,"Aug 1, 2016",,€33M,€70K,€58.6M,374,78,73,49,88,86,410,87,80,73,80,90,397,74,67,86,85,85,331,68,58,73,68,64,355,58,66,79,87,65,86,148,38,53,57,49,14,7,12,6,10,2064,430,4,4,Medium,Medium,4,Normal (170-185),70,71,83,88,51,67
,S. Mustafi CB,25,83,85,"Arsenal
2016 ~ 2021",192227,"184cm / 6'0""",82kg / 181lbs,Right,81,CB,2,"Aug 30, 2016",,€26.5M,€110K,€52.3M,317,50,58,81,77,51,294,53,55,47,69,70,350,64,69,66,82,69,357,66,84,74,81,52,323,79,85,50,55,54,74,248,82,84,82,51,11,9,15,10,6,1940,411,3,2,Medium,High,3,Normal (170-185),67,57,63,62,83,79
,Ander Herrera CM CDM,27,83,83,"Manchester United
2014 ~ 2019",191740,"182cm / 6'0""",70kg / 154lbs,Right,83,CM,0,"Jun 26, 2014",,€26.5M,€140K,€49M,359,74,71,60,85,69,390,80,80,65,80,85,397,76,70,84,85,82,365,75,63,88,70,69,413,86,87,78,83,79,84,235,80,79,76,53,9,12,15,9,8,2212,463,4,3,High,High,3,Lean (170-185),73,72,80,82,79,77
,J. Pastore CM LW RW,28,83,83,"Paris Saint Germain
2011 ~ 2019",191180,"188cm / 6'2""",77kg / 170lbs,Right,82,CAM,0,"Aug 1, 2011",,€25.5M,€100K,€47.2M,378,77,73,63,87,78,408,87,83,69,83,86,361,69,72,80,82,58,334,78,49,67,64,76,373,65,69,78,86,75,79,159,49,59,51,51,14,9,6,10,12,2064,435,4,4,High,Medium,3,Lean (185+),71,75,83,84,58,64
,L. Hrádecký GK,27,83,83,"Eintracht Frankfurt
2015 ~ 2018",190941,"190cm / 6'3""",80kg / 176lbs,Right,82,GK,0,"Aug 7, 2015",,€17.5M,€30K,€29.8M,57,11,11,11,15,9,76,10,11,15,20,20,246,38,44,43,82,39,186,14,69,34,55,14,131,31,18,9,53,20,48,34,11,10,13,400,84,79,68,81,88,1130,441,3,1,Medium,Medium,2,Lean (185+),84,79,68,88,41,81
,K. Strootman CM CDM,27,83,83,"Roma
2013 ~ 2022",189712,"186cm / 6'1""",78kg / 172lbs,Left,82,CDM,0,"Jul 16, 2013",,€26.5M,€80K,€45.1M,359,74,68,68,86,63,387,75,75,70,83,84,350,65,68,65,84,68,369,81,53,82,83,70,404,86,84,78,79,77,85,230,72,83,75,43,7,12,11,6,7,2142,456,3,3,Medium,High,3,Normal (185+),67,72,80,77,78,82
,Pedro RW LW,29,83,83,"Chelsea
2015 ~ 2020",189505,"169cm / 5'7""",65kg / 143lbs,Right,82,CAM,0,"Aug 20, 2015",,€25.5M,€150K,€47.2M,367,78,81,55,83,70,379,84,81,57,71,86,413,84,80,84,83,82,354,74,67,78,56,79,331,56,49,83,77,66,78,93,30,32,31,52,5,11,12,15,9,1989,421,5,4,High,High,3,Normal (170-),82,78,78,84,37,62
,S. Kagawa CAM CF CM,28,83,83,"Borussia Dortmund
2014 ~ 2020",189358,"175cm / 5'9""",68kg / 150lbs,Right,81,CAM,0,"Aug 31, 2014",,€26M,€70K,€44.2M,347,65,77,45,84,76,385,87,74,63,76,85,403,77,63,92,83,88,297,56,66,80,39,56,328,30,57,81,82,78,82,81,30,24,27,50,11,9,8,9,13,1891,386,4,4,Medium,Medium,3,Lean (170-185),69,69,77,87,35,49
,B. Dost ST,28,83,83,"Sporting CP
2016 ~ 2021",189068,"196cm / 6'5""",89kg / 196lbs,Right,81,ST,0,"Aug 28, 2016",,€27M,€30K,€54M,377,38,87,93,74,85,268,64,62,32,37,73,276,54,64,38,85,35,385,83,55,84,89,74,355,72,39,88,68,88,81,103,29,48,26,52,6,12,15,11,8,1816,391,3,2,Medium,Medium,3,Lean (185+),60,84,57,64,43,83
,Paulinho CM CAM CDM RM,28,83,83,"FC Barcelona
2017 ~ 2021",187961,"181cm / 5'11""",81kg / 179lbs,Right,81,CM,0,"Aug 14, 2017",,€25.5M,€180K,€52.3M,380,64,75,84,82,75,378,80,66,72,76,84,372,76,76,70,84,66,422,83,88,92,80,79,389,81,78,84,75,71,80,228,77,78,73,57,16,16,11,6,8,2226,471,3,3,High,High,3,Lean (170-185),76,78,75,80,78,84
,S. N'Zonzi CDM CM,28,83,83,"Sevilla
2015 ~ 2020",187936,"196cm / 6'5""",75kg / 165lbs,Right,82,CDM,0,"Jul 9, 2015",,€21M,€20K,€44.1M,339,59,64,79,82,55,347,72,73,42,78,82,269,52,61,43,82,31,397,79,75,86,91,66,376,87,85,70,77,57,85,236,75,83,78,68,7,16,16,16,13,2032,436,3,3,Medium,Medium,2,Lean (185+),57,67,73,71,80,88
"FIFA 18 Sep 12, 2018Joined Sep 1, 2016  Aug 31, 2016",M. Balotelli ST,26,83,83,"Nice
2016 ~ 2019",186627,"189cm / 6'2""",88kg / 194lbs,Right,80,ST,0,"Aug 31, 2016",,€28.5M,€50K,€54.2M,375,68,85,67,78,77,388,81,78,78,66,85,349,78,82,71,68,50,393,89,75,66,86,77,345,70,30,79,74,92,81,58,16,22,20,12,2,2,2,4,2,1920,419,4,4,Medium,Low,4,Normal (185+),80,84,73,79,26,77
,A. Ramsey CM CDM,26,83,84,"Arsenal
2008 ~ 2019",186561,"183cm / 6'0""",76kg / 168lbs,Right,81,CM,1,"Jun 13, 2008",,€30M,€130K,€59.3M,368,75,72,58,84,79,383,81,70,70,80,82,368,67,69,76,81,75,382,81,67,91,69,74,380,73,69,83,80,75,81,197,60,70,67,40,6,11,5,10,8,2118,443,3,3,High,High,3,Lean (170-185),68,75,79,81,65,75
,José Callejón RW,30,83,83,"Napoli
2013 ~ 2020",185020,"178cm / 5'10""",73kg / 161lbs,Right,82,CF,0,"Jul 11, 2013",,€24.5M,€90K,€41.7M,377,77,76,65,75,84,347,82,65,65,51,84,426,90,90,85,80,81,378,78,73,92,55,80,322,54,40,88,78,62,79,88,24,32,32,49,8,5,14,11,11,1987,422,2,3,High,High,3,Lean (170-185),90,78,71,83,35,65
,Giuliano CAM RW,27,83,84,"Fenerbahçe
2017 ~ 2021",184942,"172cm / 5'8""",68kg / 150lbs,Right,82,CAM,1,"Aug 12, 2017",,€29.5M,€90K,€58.3M,359,73,79,59,82,66,389,84,69,73,79,84,415,85,79,85,81,85,365,79,61,75,74,76,353,71,42,81,80,79,82,128,47,43,38,57,16,11,13,9,8,2066,440,3,4,High,Medium,2,Stocky (170-185),82,78,78,84,45,73
,M. Mandžukić ST LW,31,83,83,"Juventus
2015 ~ 2020",181783,"190cm / 6'3""",85kg / 187lbs,Right,81,ST,0,"Jul 1, 2015",,€23.5M,€130K,€38.8M,407,72,84,90,75,86,329,74,64,49,65,77,350,68,76,67,86,53,395,78,85,87,87,58,393,88,66,89,74,76,80,184,56,64,64,46,10,8,5,8,15,2104,447,3,3,High,High,3,Lean (185+),72,78,71,74,65,87
,F. Fazio CB,30,83,83,"Roma
2017 ~ 2020",179847,"195cm / 6'5""",85kg / 187lbs,Right,82,CB,0,"Jul 15, 2017",,€19M,€70K,€32.3M,273,44,41,89,64,35,265,48,46,37,62,72,215,31,39,29,84,32,295,63,40,76,90,26,281,84,85,32,47,33,84,250,87,85,78,54,8,9,12,11,14,1633,352,2,2,Medium,Medium,3,Normal (185+),35,41,54,54,85,83
,B. Höwedes CB,29,83,83,"Juventus
Jun 30, 2018 On loan",179784,"188cm / 6'2""",77kg / 170lbs,Right,81,CB,0,"Jul 1, 2007","Jun 30, 2018",€20M,€120K,€0,301,58,48,84,73,38,282,60,38,52,64,68,333,62,65,63,82,61,324,62,82,68,81,31,326,79,83,51,57,56,82,250,84,83,83,46,14,6,9,10,7,1862,398,3,2,Medium,Medium,3,Normal (185+),64,47,63,64,83,77
,R. Fährmann GK,28,83,84,"Schalke 04
2011 ~ 2022",179783,"196cm / 6'5""",95kg / 209lbs,Right,82,GK,1,"Jul 1, 2011",,€21M,€40K,€37.3M,76,14,11,15,25,11,94,15,18,11,26,24,243,38,47,39,83,36,216,24,72,32,79,9,133,36,23,11,42,21,61,34,12,12,10,385,83,81,52,82,87,1181,428,2,1,Medium,Medium,2,Normal (185+),83,81,52,87,43,82
,É. Banega CM CDM CAM,29,83,83,"Sevilla
2017 ~ 2020",178562,"174cm / 5'9""",71kg / 157lbs,Right,81,CM,0,"Jul 3, 2017",,€25M,€30K,€52.5M,347,80,65,49,88,65,417,83,83,81,85,85,381,71,67,81,78,84,346,74,58,70,67,77,369,73,72,72,85,67,79,198,65,69,64,45,13,8,7,7,10,2103,442,4,4,Medium,Medium,3,Normal (170-185),69,70,85,83,66,69
,Juan Mata RM CAM,29,83,83,"Manchester United
2014 ~ 2019",178088,"170cm / 5'7""",63kg / 139lbs,Left,82,CAM,0,"Jan 25, 2014",,€25.5M,€150K,€47.2M,378,84,78,59,86,71,417,82,84,84,79,88,392,71,63,85,84,89,338,75,72,78,43,70,343,54,39,83,86,81,86,77,25,31,21,46,9,10,14,5,8,1991,400,3,3,Medium,Medium,3,Lean (170-),67,76,84,85,33,55
,Rui Patrício GK,29,83,83,"Sporting CP
2006 ~ 2022",178005,"190cm / 6'3""",84kg / 185lbs,Left,81,GK,0,"Jun 1, 2006",,€17.5M,€20K,€35M,83,12,12,11,31,17,99,20,10,16,30,23,305,53,57,61,80,54,250,38,79,45,77,11,169,39,22,13,63,32,53,37,13,13,11,407,85,81,80,79,82,1350,462,2,1,Medium,Medium,3,Normal (185+),85,81,80,82,55,79
,L. Bender CDM CM RB,28,83,83,"Bayer 04 Leverkusen
2009 ~ 2021",177457,"185cm / 6'1""",81kg / 179lbs,Right,81,CDM,0,"Aug 18, 2009",,€21M,€60K,€35.7M,342,69,59,78,79,57,317,72,49,47,74,75,346,66,69,65,83,63,384,74,77,86,76,71,364,79,88,69,76,52,83,245,77,86,82,44,12,6,7,12,7,2042,439,3,2,High,High,3,Lean (185+),68,64,73,72,83,79
,Ł. Piszczek RB CB,32,83,83,"Borussia Dortmund
2010 ~ 2020",173771,"184cm / 6'0""",79kg / 174lbs,Right,81,RB,0,"Jul 1, 2010",,€14.5M,€70K,€24.7M,370,86,65,74,78,67,346,74,80,47,69,76,373,75,84,66,82,66,378,77,76,78,79,68,374,83,81,73,72,65,82,246,79,84,83,57,14,11,14,6,12,2144,459,4,2,Medium,Medium,3,Normal (170-185),80,69,76,74,81,79
,E. Garay CB,30,83,83,"Valencia
2016 ~ 2020",170481,"189cm / 6'2""",90kg / 198lbs,Right,81,CB,0,"Aug 31, 2016",,€19M,€40K,€39.9M,323,62,58,85,69,49,336,62,55,74,72,73,257,39,46,57,77,38,388,80,81,74,85,68,339,74,84,49,63,69,79,251,84,85,82,60,14,6,13,13,14,1954,401,3,2,Medium,Medium,3,Normal (185+),43,64,66,64,84,80
,E. Viviano GK,31,83,83,"Sampdoria
2016 ~ 2021",168354,"195cm / 6'5""",90kg / 198lbs,Left,82,GK,0,"Jun 30, 2016",,€15.5M,€40K,€26.4M,91,12,17,13,36,13,107,18,14,16,37,22,208,30,33,35,78,32,192,21,66,29,58,18,119,18,10,10,60,21,64,41,19,10,12,412,83,84,79,81,85,1170,444,2,1,Medium,Medium,2,Normal (185+),83,84,79,85,32,81
,A. Valencia RB RWB,31,83,83,"Manchester United
2009 ~ 2019",167905,"180cm / 5'11""",83kg / 183lbs,Right,83,RWB,0,"Jun 30, 2009",,€17M,€130K,€31.5M,357,83,60,64,80,70,367,81,69,66,70,81,419,88,87,75,86,83,394,85,70,88,85,66,365,84,82,73,71,55,83,239,78,83,78,51,16,11,10,7,7,2192,475,2,3,High,High,2,Stocky (170-185),87,67,76,81,79,85
,L. Koscielny CB,31,83,83,"Arsenal
2010 ~ 2020",165229,"186cm / 6'1""",75kg / 165lbs,Right,81,CB,0,"Jul 7, 2010",,€17.5M,€110K,€33.3M,276,52,32,81,76,35,269,62,22,49,69,67,354,71,73,68,80,62,334,54,82,75,76,47,320,87,85,41,56,51,75,250,81,85,84,51,13,11,9,11,7,1854,401,3,2,Medium,High,3,Lean (185+),72,41,62,65,83,78
,Raúl Albiol CB,31,83,83,"Napoli
2013 ~ 2021",157481,"190cm / 6'3""",82kg / 181lbs,Right,82,CB,0,"Jul 21, 2013",,€17.5M,€70K,€29.8M,246,38,27,77,73,31,289,55,53,45,68,68,303,57,57,53,80,56,341,65,77,62,84,53,279,80,83,30,49,37,73,257,87,86,84,36,8,6,5,9,8,1751,378,3,2,Low,Medium,3,Lean (185+),57,41,58,60,85,77
,Dani Alves RB,34,83,83,"Paris Saint Germain
2017 ~ 2019",146530,"172cm / 5'8""",68kg / 150lbs,Right,80,RWB,0,"Jul 12, 2017",,€7.5M,€90K,€13.9M,367,85,61,72,81,68,401,84,80,74,77,86,411,79,83,85,77,87,375,86,80,76,55,78,379,78,79,74,78,70,80,233,72,79,82,38,5,11,9,6,7,2204,460,3,3,High,Low,4,Normal (170-185),81,71,80,85,77,66
,R. Jarstein GK,32,83,83,"Hertha BSC
2014 ~ 2021",104389,"190cm / 6'3""",82kg / 181lbs,Right,82,GK,0,"Jan 1, 2014",,€15M,€30K,€25.5M,97,18,13,16,34,16,92,11,10,14,34,23,242,40,46,35,76,45,199,21,59,31,70,18,118,34,19,15,37,13,55,37,13,11,13,405,79,82,72,87,85,1190,448,4,1,Medium,Medium,2,Normal (185+),79,82,72,85,43,87
,D. De Rossi CDM,33,83,83,"Roma
2002 ~ 2019",53302,"184cm / 6'0""",83kg / 183lbs,Right,81,CDM,0,"Jul 1, 2002",,€10.5M,€70K,€17.9M,344,57,50,81,82,74,356,64,62,71,81,78,348,64,68,64,80,72,390,81,78,76,83,72,373,84,87,55,72,75,87,241,75,84,82,49,10,7,13,10,9,2101,433,4,2,Medium,High,3,Normal (170-185),66,63,73,69,81,81
,Pepe Reina GK,34,83,83,"Napoli
2015 ~ 2018",24630,"188cm / 6'2""",92kg / 203lbs,Right,82,GK,0,"Jul 1, 2015",,€10.5M,€60K,€17.9M,68,11,14,13,19,11,77,10,11,11,22,23,305,50,63,50,82,60,218,24,73,34,72,15,156,32,22,13,65,24,60,58,12,22,24,409,80,83,82,82,82,1291,466,3,1,Medium,Medium,3,Normal (185+),80,83,82,82,57,82
,Quaresma RM LM,33,83,83,"Beşiktaş
2015 ~ 2020",20775,"175cm / 5'9""",67kg / 148lbs,Right,82,RM,0,"Jul 22, 2015",,€15.5M,€70K,€29.5M,353,90,63,41,79,80,417,89,92,73,75,88,420,85,82,91,78,84,343,79,63,69,54,78,316,62,24,76,80,74,80,40,10,17,13,56,12,14,10,5,15,1945,401,4,5,High,Low,3,Normal (170-185),83,71,81,88,18,60
,G. Donnarumma GK,18,82,93,"Milan
2015 ~ 2021",230621,"196cm / 6'5""",90kg / 198lbs,Right,81,GK,11,"Jul 1, 2015",,€27M,€30K,€51.3M,78,12,12,12,34,8,102,24,12,14,24,28,276,46,54,64,74,38,220,24,72,34,72,18,144,30,26,14,50,24,68,42,12,14,16,404,88,78,72,78,88,1266,454,3,1,Medium,Medium,3,Normal (185+),88,78,72,88,50,78
,L. Bailey LM RM,19,82,89,"Bayer 04 Leverkusen
2017 ~ 2023",229906,"180cm / 5'11""",75kg / 165lbs,Left,82,LM,7,"Jan 31, 2017",,€30.5M,€40K,€58M,361,78,76,57,75,75,387,87,77,73,67,83,431,94,93,86,79,79,377,79,86,76,59,77,309,58,21,81,78,71,75,57,12,27,18,60,12,13,6,15,14,1982,417,4,4,High,Medium,1,Normal (170-185),93,77,75,85,23,64
,Gelson Martins RM LM,22,82,88,"Sporting CP
2014 ~ 2022",227055,"173cm / 5'8""",65kg / 143lbs,Right,82,RM,6,"Jul 1, 2014",,€30.5M,€20K,€67.1M,349,81,65,51,78,74,367,85,84,60,55,83,459,95,94,94,82,94,345,72,65,87,48,73,326,57,43,82,78,66,85,125,43,46,36,43,12,9,7,6,9,2014,428,3,5,High,Medium,3,Lean (170-185),94,69,75,86,44,60
,Malcom RW,20,82,90,"Bordeaux
2016 ~ 2021",222737,"171cm / 5'7""",75kg / 165lbs,Left,82,CAM,8,"Jan 31, 2016",,€33M,€50K,€69.3M,362,79,74,57,81,71,401,86,77,81,73,84,425,86,81,93,81,84,364,85,58,74,64,83,306,53,26,77,82,68,78,61,16,28,17,53,8,14,15,7,9,1972,416,4,4,High,Medium,2,Normal (170-185),83,78,79,86,26,64
,D. Sánchez CB,21,82,88,"Tottenham Hotspur
2017 ~ 2024",220793,"187cm / 6'2""",79kg / 174lbs,Right,81,CB,6,"Aug 26, 2017",,€26M,€80K,€53.3M,260,36,40,81,75,28,254,63,30,27,64,70,350,76,80,62,77,55,357,74,74,79,86,44,285,85,78,34,44,44,75,252,83,83,86,47,9,7,10,6,15,1805,410,3,2,Medium,High,2,Normal (185+),78,47,55,65,82,83
,C. Tolisso CM CDM,22,82,89,"FC Bayern München
2017 ~ 2022",219683,"181cm / 5'11""",78kg / 172lbs,Right,81,CM,7,"Jul 1, 2017",,€30.5M,€100K,€56.4M,371,67,75,82,85,62,378,77,66,73,82,80,378,77,69,77,82,73,412,82,89,86,77,78,385,81,76,79,79,70,74,221,72,78,71,54,7,10,14,9,14,2199,462,3,3,High,Medium,2,Normal (170-185),73,76,78,78,76,81
,J. Seri CM CDM,25,82,82,"Nice
2015 ~ 2019",216451,"168cm / 5'6""",65kg / 143lbs,Right,81,CM,0,"Jul 1, 2015",,€23.5M,€40K,€44.7M,334,72,69,60,86,47,406,78,79,81,84,84,405,82,77,83,77,86,381,78,76,79,72,76,378,73,77,77,84,67,83,217,73,75,69,58,14,13,9,10,12,2179,460,4,2,High,Medium,2,Normal (170-),79,71,82,81,73,74
,G. Rulli GK,25,82,87,"Real Sociedad
2017 ~ 2022",215316,"189cm / 6'2""",84kg / 185lbs,Right,81,GK,5,"Jan 1, 2017",,€21M,€30K,€45.7M,87,12,15,12,32,16,92,15,19,20,23,15,285,54,48,58,75,50,234,24,68,52,73,17,141,26,21,12,58,24,30,46,16,13,17,403,85,79,73,80,86,1288,454,3,1,Medium,Medium,3,Lean (185+),85,79,73,86,51,80
,A. Christensen CB,21,82,90,"Chelsea
2013 ~ 2022",213661,"188cm / 6'2""",78kg / 172lbs,Right,81,CB,8,"Apr 10, 2013",,€28M,€90K,€58.4M,268,49,36,80,78,25,270,68,32,22,75,73,351,74,72,63,80,62,266,31,74,69,72,20,285,73,82,32,62,36,80,256,83,88,85,44,10,12,8,6,8,1740,392,3,2,Low,Medium,2,Lean (185+),73,31,63,69,84,72
