Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning
,L. Bender CDM,26,82,83,"Bayer 04 Leverkusen
2009 ~ 2019",177457,"185cm / 6'1""",80kg / 176lbs,Right,81,CDM,1,"Aug 18, 2009",,€19M,€130K,€0,343,69,59,78,80,57,319,73,49,47,74,76,348,66,69,65,82,66,392,74,77,94,76,71,362,78,87,69,76,52,,244,77,85,82,44,12,6,7,12,7,2052,441,3,2,High,High,3,Lean (185+),68,64,73,73,82,81
,M. Schneiderlin CDM CM,25,82,84,"Manchester United
2015 ~ 2019",177358,"181cm / 5'11""",75kg / 165lbs,Right,82,CDM,2,"Jul 13, 2015",,€20M,€120K,€0,332,65,64,65,82,56,362,73,68,61,81,79,342,69,59,66,82,66,367,71,72,90,78,56,367,85,86,67,73,56,,243,77,84,82,50,6,11,12,14,7,2063,438,3,2,Medium,High,2,Normal (170-185),64,63,75,74,80,82
,J. Vertonghen CB,28,82,82,"Tottenham Hotspur
2012 ~ 2016",172871,"189cm / 6'2""",86kg / 190lbs,Left,81,CB,0,"Jul 1, 2012",,€16M,€130K,€0,337,68,60,82,75,52,345,66,58,73,74,74,344,69,72,68,80,55,394,86,80,79,81,68,361,83,83,65,62,68,,247,81,85,81,44,6,10,9,12,7,2072,441,3,2,High,Medium,3,Normal (185+),71,67,70,69,83,81
,A. Begović GK,28,82,82,"Chelsea
2015 ~ 2019",172723,"200cm / 6'7""",83kg / 183lbs,Right,81,GK,0,"Jul 13, 2015",,€17.5M,€150K,€0,76,14,12,12,26,12,104,16,17,15,32,24,283,52,58,53,79,41,194,28,38,36,80,12,145,42,21,11,31,40,,36,13,11,12,401,83,80,74,80,84,1239,456,2,1,Medium,Medium,3,Lean (185+),83,80,74,84,55,80
,M. Hamšik CM CAM,27,82,82,"Napoli
2007 ~ 2018",171877,"183cm / 6'0""",79kg / 174lbs,Right,82,CAM,0,"Jul 1, 2007",,€20M,€150K,€0,394,78,77,74,86,79,397,82,80,72,78,85,373,75,77,76,82,63,373,76,72,78,69,78,355,56,62,83,84,70,,180,56,64,60,46,8,6,4,14,14,2118,447,4,3,High,Medium,3,Normal (170-185),76,77,82,81,62,69
,S. Sirigu GK,28,82,82,"Paris Saint Germain
2011 ~ 2018",168435,"192cm / 6'4""",80kg / 176lbs,Right,81,GK,0,"Jul 1, 2011",,€17.5M,€150K,€0,69,13,10,11,23,12,83,15,11,11,28,18,287,50,51,52,79,55,202,20,68,34,66,14,129,34,20,10,46,19,,40,16,11,13,402,84,79,75,80,84,1212,453,2,1,Medium,Medium,3,Normal (185+),84,79,75,84,51,80
,Falcao ST,29,82,82,"Chelsea
2013 ~ 2018",167397,"177cm / 5'10""",72kg / 159lbs,Right,80,ST,0,"Jul 1, 2013",,€19.5M,€150K,€0,381,55,83,91,67,85,362,74,83,71,53,81,388,75,68,85,85,75,388,79,92,68,73,76,348,70,41,85,68,84,,77,16,42,19,43,10,13,6,9,5,1987,403,4,3,High,Medium,4,Normal (170-185),71,81,64,78,37,72
,Diego Alves GK,30,82,82,"Valencia
2011 ~ 2019",165580,"187cm / 6'2""",83kg / 183lbs,Left,81,GK,0,"Jul 1, 2011",,€16.5M,€130K,€0,122,24,20,20,33,25,107,14,24,21,33,15,315,55,54,69,80,57,240,24,84,43,67,22,164,44,19,13,64,24,,42,14,13,15,404,88,76,76,77,87,1394,458,2,1,Medium,Medium,3,Normal (185+),88,76,76,87,54,77
,S. Nasri LM RM,28,82,82,"Manchester City
2011 ~ 2019",165239,"175cm / 5'9""",75kg / 165lbs,Right,83,CAM,0,"Aug 24, 2011",,€19M,€150K,€0,356,80,76,42,85,73,404,85,78,79,75,87,411,81,78,82,78,92,333,75,50,69,62,77,313,33,37,81,85,77,,116,35,37,44,5,1,1,1,1,1,1938,417,4,4,High,Medium,3,Normal (170-185),79,76,82,85,38,57
,G. Cahill CB,29,82,82,"Chelsea
2012 ~ 2019",164468,"193cm / 6'4""",86kg / 190lbs,Right,82,CB,0,"Jan 16, 2012",,€15M,€120K,€0,282,28,56,86,65,47,258,58,48,27,61,64,341,69,70,67,84,51,358,63,82,68,79,66,317,78,85,45,56,53,,254,83,85,86,43,5,12,9,5,12,1853,403,3,2,Medium,Medium,2,Normal (185+),70,58,52,62,85,76
,Filipe Luís LB,29,82,82,"Atlético Madrid
2015 ~ 2019",164169,"182cm / 6'0""",77kg / 170lbs,Left,82,LB,0,"Jul 29, 2015",,€14.5M,€120K,€0,338,82,59,66,75,56,381,77,74,75,77,78,379,78,85,74,82,60,357,71,62,90,74,60,361,75,80,71,70,65,,251,84,82,85,49,11,15,9,9,5,2116,455,3,3,High,Medium,2,Lean (170-185),82,62,76,76,81,78
,L. Diarra CDM CM,30,82,82,"Olympique Marseille
2015 ~ 2019",163711,"173cm / 5'8""",73kg / 161lbs,Right,81,CDM,0,"Jul 25, 2015",,€14.5M,€130K,€0,282,68,38,59,80,37,333,78,57,41,77,80,405,80,76,81,81,87,380,76,77,90,70,67,345,87,86,50,73,49,,245,80,85,80,51,9,5,12,10,15,2041,444,3,2,Medium,High,3,Normal (170-185),78,53,73,80,81,79
,L. Baines LB,30,82,82,"Everton
2007 ~ 2019",163631,"170cm / 5'7""",70kg / 154lbs,Left,82,LWB,0,"Aug 7, 2007",,€14M,€90K,€0,379,91,70,74,81,63,390,77,81,82,74,76,391,76,75,75,80,85,386,84,72,86,69,75,395,74,80,75,76,90,,245,81,82,82,58,8,15,10,13,12,2244,463,3,3,High,Medium,3,Normal (170-),75,75,81,77,81,74
,Borja Valero CAM CM CF,30,82,82,"Fiorentina
2012 ~ 2019",161956,"175cm / 5'9""",73kg / 161lbs,Right,82,CAM,0,"Aug 1, 2012",,€18.5M,€110K,€0,366,78,69,61,88,70,410,82,78,76,86,88,387,74,68,79,84,82,354,72,68,76,66,72,358,53,70,76,87,72,,186,58,66,62,34,5,4,10,8,7,2095,440,4,3,Medium,Medium,2,Normal (170-185),71,71,84,84,64,66
,H. Ben Arfa CAM ST RM RW,28,82,82,"Nice
2015 ~ 2020",161648,"178cm / 5'10""",74kg / 163lbs,Left,82,CAM,0,"Jul 10, 2015",,€20M,€110K,€0,379,78,82,65,79,75,407,88,80,75,78,86,403,84,80,85,75,79,392,83,77,75,75,82,349,67,40,74,81,87,,99,33,43,23,54,12,8,9,13,12,2083,443,4,5,High,Low,2,Normal (170-185),82,82,79,86,40,74
,L. Perrin CB,29,82,82,"Saint-Étienne
2003 ~ 2018",159147,"181cm / 5'11""",81kg / 179lbs,Right,82,CB,0,"Jul 1, 2003",,€15M,€100K,€0,333,69,64,82,74,44,323,62,59,51,77,74,359,69,74,65,78,73,386,74,87,79,79,67,352,81,84,56,63,68,,255,86,86,83,50,6,7,12,11,14,2058,438,3,2,Medium,Medium,2,Normal (170-185),72,65,69,67,85,80
,P. Zabaleta RB,30,82,82,"Manchester City
2008 ~ 2017",142784,"178cm / 5'10""",76kg / 168lbs,Right,83,CB,0,"Aug 31, 2008",,€14M,€130K,€0,325,75,49,76,72,53,347,73,68,66,64,76,368,72,73,71,86,66,371,66,84,85,79,57,375,88,86,71,66,64,,255,86,85,84,51,10,14,15,7,5,2092,441,3,3,High,High,3,Normal (170-185),73,56,70,74,85,83
,W. Sneijder CAM,31,82,82,"Galatasaray
2013 ~ 2018",139869,"170cm / 5'7""",72kg / 159lbs,Right,81,CAM,0,"Jan 22, 2013",,€17M,€140K,€0,353,83,72,32,86,80,424,83,88,85,83,85,391,72,73,83,78,85,312,87,27,63,50,85,345,65,45,74,85,76,,110,32,41,37,50,9,5,13,11,12,1985,412,5,3,Medium,Low,3,Normal (170-),73,78,85,83,38,55
,Nani LW RW,28,82,82,"Fenerbahçe
2015 ~ 2018",139068,"175cm / 5'9""",66kg / 146lbs,Right,82,LW,0,"Jul 6, 2015",,€20M,€150K,€0,359,82,75,46,81,75,417,87,86,79,79,86,419,86,82,92,80,79,359,85,51,77,63,83,322,62,31,77,80,72,,57,15,22,20,40,5,10,13,6,6,1973,420,4,5,High,Medium,2,Lean (170-185),84,79,81,86,24,66
,J. Mathieu CB LB,31,82,82,"FC Barcelona
2014 ~ 2018",112316,"189cm / 6'2""",84kg / 185lbs,Left,81,CB,0,"Jul 23, 2014",,€13M,€130K,€0,347,79,52,82,66,68,335,45,79,70,76,65,344,72,79,65,78,50,388,80,72,69,90,77,316,81,85,48,42,60,,245,83,85,77,51,13,14,10,9,5,2026,426,2,2,High,Medium,3,Lean (185+),76,64,66,55,83,82
,J. Toulalan CDM CB,31,82,82,"Monaco
2013 ~ 2017",112253,"183cm / 6'0""",77kg / 170lbs,Right,81,CDM,0,"Jul 7, 2013",,€13M,€90K,€0,274,68,27,70,82,27,338,69,53,56,81,79,303,52,49,57,81,64,388,78,71,88,79,72,373,82,88,68,79,56,,230,68,87,75,45,12,6,15,5,7,1951,407,3,2,Medium,High,3,Normal (170-185),50,50,76,71,79,81
,S. Lichtsteiner RB RM,31,82,82,"Juventus
2011 ~ 2017",108080,"182cm / 6'0""",75kg / 165lbs,Right,81,RB,0,"Jul 1, 2011",,€12.5M,€130K,€0,330,80,45,68,75,62,356,74,70,66,71,75,398,79,85,75,82,77,389,77,75,91,75,71,361,83,81,69,62,66,,242,78,80,84,14,4,3,2,3,2,2090,449,3,2,High,High,3,Normal (170-185),82,60,72,75,79,81
,Aduriz ST,34,82,82,"Athletic Club
2012 ~ 2017",106231,"182cm / 6'0""",78kg / 172lbs,Right,82,ST,0,"Jul 1, 2012",,€10.5M,€90K,€0,387,55,86,95,69,82,315,73,62,55,47,78,343,72,74,54,85,58,405,81,93,72,82,77,344,83,24,87,74,76,,142,47,45,50,57,14,10,9,15,9,1993,418,3,3,High,Medium,2,Normal (185+),73,83,63,72,47,80
,D. De Rossi CDM,31,82,82,"Roma
2002 ~ 2017",53302,"185cm / 6'1""",83kg / 183lbs,Right,82,CB,0,"Jul 1, 2002",,€13M,€130K,€0,347,60,50,81,82,74,355,64,62,71,80,78,358,69,68,69,80,72,396,81,78,79,84,74,377,84,87,59,72,75,,241,75,84,82,49,10,7,13,10,9,2123,439,4,2,Medium,High,3,Normal (170-185),68,64,74,70,81,82
,T. Motta CDM,32,82,82,"Paris Saint Germain
2012 ~ 2017",49370,"187cm / 6'2""",83kg / 183lbs,Left,81,CDM,0,"Jan 1, 2012",,€11.5M,€130K,€0,359,66,54,79,84,76,375,73,67,67,85,83,262,42,45,47,78,50,395,82,83,74,83,73,382,90,81,65,76,70,,231,72,84,75,46,10,10,7,5,14,2050,420,4,3,Medium,Medium,3,Normal (170-185),44,66,77,73,78,82
,Júlio César GK,35,82,82,"Benfica
2014 ~ 2016",48717,"186cm / 6'1""",79kg / 174lbs,Left,81,GK,0,"Aug 19, 2014",,€11.5M,€100K,€0,82,18,12,18,23,11,107,27,16,11,21,32,289,39,43,69,82,56,213,14,75,35,72,17,154,37,25,12,67,13,,45,19,10,16,396,84,78,67,82,85,1286,437,3,1,Medium,Medium,3,Normal (185+),84,78,67,85,41,82
,Danny CAM LW,31,82,82,"Zenit
2008 ~ 2017",20800,"178cm / 5'10""",70kg / 154lbs,Right,82,CAM,0,"Aug 26, 2008",,€17M,€130K,€0,349,73,76,47,85,68,415,85,85,79,80,86,401,84,84,84,74,75,342,71,70,72,56,73,350,76,41,82,84,67,,88,23,33,32,40,7,11,6,11,5,1985,421,4,4,High,Low,2,Lean (170-185),84,74,81,84,33,65
,Casillas GK,34,82,82,"Porto
2015 ~ 2017",5479,"185cm / 6'1""",84kg / 185lbs,Left,80,GK,0,"Jul 12, 2015",,€13M,€110K,€0,85,13,12,25,21,14,108,25,25,13,22,23,314,65,63,62,78,46,231,28,77,43,70,13,150,23,22,16,65,24,,35,11,11,13,393,86,75,67,79,86,1316,457,2,1,Medium,Medium,4,Normal (170-185),86,75,67,86,64,79
,Ronaldo Cabrais CAM RM,27,81,81,"Fluminense
2015 ~ 2018",230481,"177cm / 5'10""",75kg / 165lbs,Right,81,CAM,0,"Feb 1, 2015",,€17M,€100K,€0,385,86,76,64,83,76,406,85,86,83,72,80,390,88,73,78,75,76,375,82,64,80,70,79,346,62,40,78,84,82,,108,40,35,33,45,8,10,8,8,11,2055,433,4,4,Medium,Low,1,Normal (170-185),80,78,82,82,40,71
,Louri Beretta ST CF,27,81,81,"Palmeiras
2015 ~ 2018",230294,"188cm / 6'2""",83kg / 183lbs,Right,81,ST,0,"Jan 1, 2015",,€17.5M,€110K,€0,366,56,84,85,63,78,321,73,61,69,47,71,358,84,81,55,83,55,397,89,84,56,87,81,324,67,32,83,60,82,,79,28,27,24,58,9,14,11,12,12,1903,404,3,3,High,Low,1,Normal (185+),82,84,59,70,34,75
,J. Giménez CB,20,81,87,"Atlético Madrid
2013 ~ 2018",216460,"185cm / 6'1""",80kg / 176lbs,Right,81,CB,6,"Jul 1, 2013",,€20M,€80K,€0,260,47,37,78,68,30,240,47,36,44,58,55,324,71,73,57,72,51,363,72,90,70,83,48,262,90,83,24,27,38,,256,84,85,87,52,9,11,7,10,15,1757,386,3,2,Medium,High,1,Lean (185+),72,45,51,52,84,82
,P. Dybala ST CF,21,81,87,"Juventus
2015 ~ 2020",211110,"176cm / 5'9""",73kg / 161lbs,Left,85,LW,6,"Jul 1, 2015",,€23.5M,€90K,€0,377,72,87,60,78,80,400,89,81,82,58,90,433,90,85,91,82,85,363,77,69,79,55,83,319,48,31,85,79,76,,57,15,21,21,50,9,11,9,10,11,1999,418,2,4,Medium,Medium,1,Normal (170-185),87,83,74,89,25,60
,D. Berardi RW,20,81,86,"Sassuolo
2012 ~ 2019",210935,"183cm / 6'0""",72kg / 159lbs,Left,81,RW,5,"Jul 1, 2012",,€23M,€50K,€0,369,76,80,62,75,76,379,85,71,63,75,85,408,86,87,87,75,73,370,81,65,80,64,80,346,80,26,79,77,84,,82,22,30,30,27,5,6,5,5,6,1981,427,3,3,High,Medium,1,Lean (170-185),87,80,75,84,30,71
,Marquinhos CB RB,21,81,87,"Paris Saint Germain
2013 ~ 2019",207865,"183cm / 6'0""",75kg / 165lbs,Right,81,CB,6,"Jul 19, 2013",,€20M,€90K,€0,291,72,33,78,77,31,295,65,49,32,73,76,361,73,73,68,79,68,320,53,84,74,74,35,292,80,84,46,51,31,,255,84,85,86,47,6,6,12,10,13,1861,407,3,2,Medium,Medium,2,Lean (170-185),73,38,67,69,84,76
,William Carvalho CDM,23,81,86,"Sporting CP
2011 ~ 2020",207566,"187cm / 6'2""",83kg / 183lbs,Right,81,CDM,5,"Jan 1, 2011",,€19.5M,€100K,€0,323,57,55,74,81,56,341,78,62,44,78,79,278,52,56,49,75,46,371,65,70,86,88,62,355,81,86,65,67,56,,244,81,86,77,45,6,6,5,14,14,1957,424,4,3,Medium,High,2,Normal (185+),54,59,70,74,82,85
,S. Savić CB,24,81,85,"Atlético Madrid
2015 ~ 2020",204639,"186cm / 6'1""",73kg / 161lbs,Right,81,CB,4,"Jul 20, 2015",,€18.5M,€100K,€0,244,35,34,81,67,27,246,47,34,28,69,68,324,65,67,60,78,54,303,43,85,67,77,31,277,85,85,29,41,37,,252,86,82,84,66,14,13,14,13,12,1712,371,3,2,Medium,High,2,Lean (185+),66,35,52,57,84,77
,R. Mahrez RM,24,81,85,"Leicester City
2014 ~ 2019",204485,"179cm / 5'10""",62kg / 137lbs,Left,82,LW,4,"Jan 11, 2014",,€21.5M,€60K,€0,350,78,79,45,77,71,393,88,78,66,74,87,409,86,79,92,72,80,340,74,59,76,57,74,310,39,38,80,82,71,,72,24,27,21,54,15,9,13,11,6,1928,410,4,5,Medium,Medium,1,Lean (170-185),82,76,77,87,30,58
,R. Sterling LM ST,20,81,87,"Manchester City
2015 ~ 2020",202652,"170cm / 5'7""",69kg / 152lbs,Right,81,RW,6,"Jul 14, 2015",,€23M,€90K,€0,318,71,73,38,77,59,350,86,64,49,67,84,446,94,92,90,79,91,337,68,60,75,64,70,280,34,26,81,76,63,,160,48,58,54,63,15,12,12,15,9,1954,429,2,4,High,Medium,3,Lean (170-),93,71,72,86,46,61
,Lucas RW LW,22,81,84,"Paris Saint Germain
2013 ~ 2019",200949,"172cm / 5'8""",72kg / 159lbs,Right,80,RW,3,"Jan 1, 2013",,€21.5M,€100K,€0,342,76,69,50,77,70,389,88,69,74,74,84,434,95,91,93,70,85,348,79,71,69,56,73,339,67,50,77,70,75,,130,39,43,48,54,9,10,14,7,14,2036,432,3,4,Medium,Medium,3,Normal (170-185),93,73,74,86,44,62
,T. Horn GK,22,81,87,"FC Köln
2011 ~ 2019",200316,"192cm / 6'4""",90kg / 198lbs,Left,81,GK,6,"Jul 1, 2011",,€20M,€50K,€0,95,19,13,14,35,14,101,20,12,15,32,22,258,45,51,50,81,31,201,22,64,31,67,17,154,41,22,15,55,21,,36,11,13,12,407,80,79,83,81,84,1252,455,4,1,Medium,Medium,1,Normal (185+),80,79,83,84,48,81
,J. Cillessen GK,26,81,82,"Ajax
2011 ~ 2018",199987,"185cm / 6'1""",83kg / 183lbs,Right,80,GK,1,"Aug 1, 2011",,€16M,€120K,€0,105,17,10,12,47,19,97,12,10,10,33,32,281,54,50,48,79,50,228,35,71,40,67,15,142,25,25,11,60,21,,41,18,12,11,397,80,84,74,81,78,1291,449,3,1,Medium,Medium,3,Normal (185+),80,84,74,78,52,81
,Vitolo RM LM,25,81,83,"Sevilla
2013 ~ 2017",199715,"184cm / 6'0""",79kg / 174lbs,Right,81,RM,2,"Jul 3, 2013",,€20M,€90K,€0,360,81,79,65,80,55,378,85,71,62,77,83,376,79,81,73,79,64,351,70,59,73,76,73,320,62,25,81,78,74,,69,25,21,23,65,11,16,8,14,16,1919,415,4,3,Medium,High,2,Normal (170-185),80,75,78,82,28,72
,S. de Vrij CB,23,81,87,"Lazio
2014 ~ 2018",198176,"189cm / 6'2""",78kg / 172lbs,Right,80,CB,6,"Jul 30, 2014",,€20M,€90K,€0,247,49,25,76,70,27,265,61,45,16,71,72,335,69,66,62,78,60,329,65,71,55,78,60,284,75,86,32,50,41,,253,85,86,82,52,8,10,7,14,13,1765,386,4,2,Medium,High,3,Normal (185+),67,41,58,65,84,71
,P. Herrmann RM LM,24,81,84,"Borussia Mönchengladbach
2010 ~ 2019",198077,"179cm / 5'10""",70kg / 154lbs,Right,82,RW,3,"Jul 1, 2010",,€21M,€90K,€0,363,79,76,55,79,74,352,85,74,50,64,79,435,90,92,88,83,82,351,78,69,74,56,74,308,58,29,82,78,61,,93,27,26,40,50,14,13,8,8,7,1952,417,3,3,Medium,Medium,2,Lean (170-185),91,75,75,83,31,62
"FIFA 16 Sep 22, 201683  82 Potential",A. Abdennour CB,25,81,82,"Valencia
2015 ~ 2020",198076,"187cm / 6'2""",84kg / 185lbs,Left,81,CB,1,"Aug 29, 2015",,€16.5M,€100K,€0,294,64,51,76,71,32,276,55,48,39,67,67,342,64,67,65,78,68,382,80,75,71,90,66,325,86,82,53,53,51,,252,83,84,85,50,12,8,7,8,15,1921,416,3,2,High,High,2,Normal (185+),66,59,63,61,83,84
,M. Perin GK,22,81,86,"Genoa
2010 ~ 2019",198009,"188cm / 6'2""",74kg / 163lbs,Right,81,GK,5,"Jan 1, 2010",,€19.5M,€70K,€0,86,11,11,12,33,19,101,19,15,13,31,23,292,57,56,70,79,30,197,23,75,30,52,17,121,25,19,12,44,21,,45,14,12,19,397,80,78,71,78,90,1239,453,3,1,Medium,Medium,1,Lean (185+),80,78,71,90,56,78
,S. Aurier RB CB,22,81,86,"Paris Saint Germain
2012 ~ 2019",197853,"176cm / 5'9""",76kg / 168lbs,Right,81,RB,5,"Jan 26, 2012",,€19M,€90K,€0,347,79,65,75,78,50,324,76,69,30,71,78,403,84,85,76,80,78,393,78,93,87,77,58,369,81,77,74,71,66,,243,80,81,82,57,7,10,15,16,9,2136,461,3,3,High,High,2,Stocky (170-185),85,66,73,77,79,81
,J. Matip CB,23,81,83,"Schalke 04
2009 ~ 2016",197061,"195cm / 6'5""",90kg / 198lbs,Right,81,CB,2,"Nov 1, 2009",,€17.5M,€100K,€0,305,54,36,88,77,50,296,63,63,22,77,71,337,67,77,62,81,50,333,66,65,75,79,48,319,70,84,51,72,42,,247,85,84,78,53,11,15,10,7,10,1890,413,2,2,Medium,Medium,2,Lean (185+),73,46,68,66,84,76
,G. Medel CDM CM,27,81,81,"Inter
2014 ~ 2018",193532,"171cm / 5'7""",76kg / 168lbs,Right,82,CB,0,"Aug 16, 2014",,€14M,€110K,€0,299,55,31,74,78,61,290,60,35,45,76,74,401,77,76,73,83,92,388,65,90,93,81,59,368,90,86,56,74,62,,247,80,84,83,42,14,7,9,6,6,2035,429,4,2,Low,High,2,Stocky (170-185),76,48,69,68,82,86
,J. Cuadrado RM LW RW,27,81,81,"Juventus
2015 ~ 2019",193082,"178cm / 5'10""",71kg / 157lbs,Right,81,RW,0,"Feb 2, 2015",,€16.5M,€120K,€0,354,75,71,58,77,73,385,90,71,69,70,85,427,91,93,91,75,77,372,83,68,80,61,80,324,69,44,78,68,65,,150,48,45,57,38,5,5,13,6,9,2050,443,3,5,High,Medium,3,Lean (170-185),92,75,73,87,48,68
,D. Subašić GK,30,81,81,"Monaco
2012 ~ 2019",192593,"191cm / 6'3""",84kg / 185lbs,Right,81,GK,0,"Jan 24, 2012",,€14M,€60K,€0,71,11,10,13,24,13,146,11,24,66,26,19,262,51,54,42,78,37,225,24,75,32,80,14,141,31,20,15,52,23,,42,15,14,13,403,82,78,79,81,83,1290,456,2,1,Medium,Medium,2,Lean (185+),82,78,79,83,53,81
,Ander Herrera CM CAM,25,81,82,"Manchester United
2014 ~ 2018",191740,"182cm / 6'0""",73kg / 161lbs,Right,82,CAM,1,"Jun 26, 2014",,€19M,€100K,€0,358,74,71,58,88,67,391,83,76,65,80,87,396,78,72,84,81,81,347,70,63,78,62,74,396,82,70,80,85,79,,188,60,64,64,53,9,12,15,9,8,2129,446,4,4,High,High,2,Lean (170-185),75,72,82,84,63,70
,Iturraspe CDM CM,26,81,82,"Athletic Club
2008 ~ 2019",189574,"187cm / 6'2""",75kg / 165lbs,Right,81,CDM,1,"Jul 1, 2008",,€16M,€100K,€0,327,57,58,79,86,47,366,68,69,67,83,79,309,63,65,54,82,45,349,67,54,81,80,67,357,66,84,68,80,59,,236,73,84,79,43,7,12,8,7,9,1987,428,3,2,High,Medium,2,Lean (185+),64,62,77,69,80,76
,Iborra CDM CAM,27,81,81,"Sevilla
2013 ~ 2020",189560,"195cm / 6'5""",88kg / 194lbs,Right,81,CDM,0,"Aug 20, 2013",,€14M,€100K,€0,353,53,72,81,81,66,365,67,66,70,82,80,283,58,57,55,75,38,385,85,68,82,86,64,391,78,85,82,74,72,,244,85,84,75,54,14,11,6,15,8,2075,438,4,2,Medium,Medium,2,Normal (185+),57,73,73,69,83,83
,J. Wilshere CM CDM CAM,23,81,84,"Arsenal
2009 ~ 2018",189461,"172cm / 5'8""",68kg / 150lbs,Left,81,CAM,3,"Jan 5, 2009",,€21M,€110K,€0,343,73,64,58,84,64,403,84,80,72,83,84,403,79,74,83,80,87,363,75,67,82,66,73,374,83,61,80,85,65,,189,61,63,65,56,6,15,15,9,11,2131,445,2,3,Medium,Medium,3,Normal (170-),76,69,81,84,62,73
"FIFA 16 Sep 22, 201685  83 Potential",M. Musacchio CB,24,81,83,"Villarreal
2010 ~ 2018",186547,"182cm / 6'0""",75kg / 165lbs,Right,81,CB,2,"Jul 1, 2010",,€17.5M,€70K,€0,296,55,48,80,77,36,283,43,53,45,70,72,348,66,68,74,81,59,342,57,84,69,79,53,334,78,85,50,64,57,,252,84,83,85,46,5,11,12,6,12,1901,403,3,2,Medium,Medium,2,Lean (170-185),67,51,66,58,84,77
,Ö. Toprak CB,25,81,82,"Bayer 04 Leverkusen
2011 ~ 2018",185239,"187cm / 6'2""",83kg / 183lbs,Right,81,CB,1,"Jul 1, 2011",,€16.5M,€90K,€0,289,49,28,82,75,55,278,62,44,33,68,71,356,74,76,65,81,60,324,63,81,65,79,36,297,73,83,35,58,48,,251,85,84,82,57,11,8,11,12,15,1852,400,5,2,Medium,Medium,2,Normal (185+),75,39,62,66,84,74
,José Callejón RW CAM,28,81,81,"Napoli
2013 ~ 2018",185020,"178cm / 5'10""",73kg / 161lbs,Right,80,RW,0,"Jul 11, 2013",,€16.5M,€130K,€0,369,75,74,65,75,80,347,82,65,65,51,84,419,89,90,83,76,81,369,78,73,83,55,80,314,54,40,84,74,62,,90,24,32,34,49,8,5,14,11,11,1957,416,2,3,High,High,3,Lean (170-185),90,76,70,82,35,63
,S. Feghouli RW RM,25,81,83,"Valencia
2010 ~ 2016",184881,"177cm / 5'10""",75kg / 165lbs,Right,81,RW,2,"May 20, 2010",,€20.5M,€110K,€0,359,80,73,60,75,71,365,87,57,68,69,84,422,86,92,86,79,79,358,80,72,77,58,71,304,55,31,80,76,62,,88,25,32,31,48,13,7,10,10,8,1944,417,3,4,High,Medium,2,Normal (170-185),89,74,74,85,32,63
,M. Darmian RB LB,25,81,83,"Manchester United
2015 ~ 2019",184392,"182cm / 6'0""",70kg / 154lbs,Right,81,RB,2,"Jul 11, 2015",,€16.5M,€100K,€0,320,78,38,71,74,59,324,76,69,35,68,76,393,79,80,79,78,77,354,69,70,91,68,56,334,82,80,64,63,45,,250,80,85,85,39,6,7,7,12,7,2014,435,5,2,High,High,2,Lean (170-185),80,51,70,76,81,77
,Bruno CM,31,81,81,"Villarreal
2005 ~ 2020",184120,"184cm / 6'0""",73kg / 161lbs,Left,82,CDM,0,"Jul 1, 2005",,€14M,€60K,€0,319,58,66,61,86,48,389,74,72,77,84,82,303,52,55,53,84,59,383,84,66,75,77,81,389,79,85,69,81,75,,239,70,84,85,51,13,10,9,11,8,2073,432,3,3,Medium,High,2,Normal (170-185),54,72,78,74,78,76
,M. Kruse CF ST CAM,27,81,81,"VfL Wolfsburg
2015 ~ 2019",183574,"180cm / 5'11""",76kg / 168lbs,Left,81,CF,0,"Jul 1, 2015",,€17M,€120K,€0,377,81,80,54,83,79,379,82,76,69,69,83,384,75,73,77,83,76,381,79,69,83,72,78,352,65,39,84,80,84,,107,35,38,34,46,12,7,5,13,9,2026,427,4,3,High,Medium,2,Normal (170-185),74,80,79,82,39,73
,M. Sakho CB,25,81,82,"Liverpool
2013 ~ 2020",183285,"187cm / 6'2""",83kg / 183lbs,Left,80,CB,1,"Sep 2, 2013",,€16.5M,€110K,€0,249,60,23,71,75,20,257,50,50,30,66,61,320,64,68,61,72,55,333,51,82,72,90,38,288,85,82,32,49,40,,246,79,84,83,50,14,12,9,7,8,1743,382,2,2,Medium,High,3,Normal (185+),66,33,62,56,81,84
