Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning
,J. Cuadrado RM CAM,28,83,83,"Juventus
2015 ~ 2020",193082,"179cm / 5'10""",71kg / 157lbs,Right,82,RM,0,"Feb 2, 2015",,€22.5M,€130K,€0,357,78,71,58,77,73,393,90,76,69,73,85,436,91,93,91,78,83,381,84,75,83,59,80,345,70,62,78,70,65,76,176,56,56,64,38,5,5,13,6,9,2126,457,3,5,High,Medium,3,Lean (170-185),92,76,75,88,58,68
,Iago Aspas ST RW,28,83,83,"Celta de Vigo
2015 ~ 2022",192629,"176cm / 5'9""",67kg / 148lbs,Left,82,ST,0,"Jul 1, 2015",,€23.5M,€40K,€0,395,67,84,78,80,86,392,85,83,76,64,84,417,86,80,88,86,77,358,79,68,72,59,80,332,63,36,85,68,80,69,59,20,21,18,62,12,16,9,12,13,2015,416,3,3,High,High,2,Lean (170-185),83,82,73,85,29,64
,N. Otamendi CB,28,83,83,"Manchester City
2015 ~ 2020",192366,"183cm / 6'0""",81kg / 179lbs,Right,81,CB,0,"Aug 20, 2015",,€18.5M,€140K,€0,317,52,53,85,71,56,260,41,50,39,66,64,350,68,71,71,78,62,373,69,90,78,80,56,310,90,82,49,45,44,75,247,80,83,84,48,12,5,8,11,12,1905,403,3,2,High,High,3,Normal (170-185),70,56,59,54,82,82
,J. Pastore CM LW RW,27,83,83,"Paris Saint Germain
2011 ~ 2019",191180,"187cm / 6'2""",78kg / 172lbs,Right,83,CAM,0,"Aug 1, 2011",,€23M,€100K,€0,378,77,73,63,87,78,410,88,83,69,83,87,373,72,75,85,83,58,335,78,49,68,64,76,373,65,69,78,86,75,75,159,49,59,51,51,14,9,6,10,12,2079,440,4,4,High,Medium,3,Lean (185+),74,75,83,86,58,64
"FIFA 17 Sep 20, 201784  83 Potential",Douglas Costa LM RM CAM,25,83,83,"FC Bayern München
2015 ~ 2020",190483,"170cm / 5'7""",65kg / 143lbs,Left,82,CAM,0,"Jul 1, 2015",,€24.5M,€110K,€0,357,77,71,58,78,73,399,87,79,78,71,84,444,96,88,91,79,90,370,87,61,76,62,84,333,55,43,78,80,77,73,143,41,58,44,54,13,15,9,12,5,2100,446,3,5,Medium,Low,3,Normal (170-),92,78,77,86,49,64
,C. Smalling CB,26,83,84,"Manchester United
2010 ~ 2019",189881,"193cm / 6'4""",90kg / 198lbs,Right,81,CB,1,"Jul 1, 2010",,€22.5M,€120K,€0,307,52,50,85,66,54,254,59,49,22,63,61,344,76,77,60,83,48,318,42,75,79,87,35,312,82,81,48,49,52,76,244,80,83,81,71,10,15,16,15,15,1850,404,3,2,Medium,High,3,Normal (185+),77,46,56,60,82,83
,Pedro RW LW,28,83,83,"Chelsea
2015 ~ 2019",189505,"167cm / 5'6""",62kg / 137lbs,Right,82,CAM,0,"Aug 20, 2015",,€23M,€160K,€0,367,78,81,55,83,70,377,84,81,57,70,85,415,86,80,84,83,82,347,71,67,80,56,73,329,56,49,84,74,66,72,93,30,32,31,52,5,11,12,15,9,1980,420,5,4,High,Medium,3,Normal (170-),83,76,77,84,37,63
,G. Bonaventura CM LM,26,83,83,"Milan
2014 ~ 2019",189125,"181cm / 5'11""",75kg / 165lbs,Right,82,RM,0,"Sep 1, 2014",,€24M,€70K,€0,376,82,75,58,83,78,405,84,78,78,81,84,401,81,81,79,83,77,395,84,69,88,69,85,367,66,73,79,81,68,82,199,58,73,68,60,10,14,7,15,14,2203,465,3,3,High,Medium,2,Lean (170-185),81,79,82,83,67,73
,R. Bürki GK,25,83,85,"Borussia Dortmund
2015 ~ 2019",189117,"187cm / 6'2""",85kg / 187lbs,Right,82,GK,2,"Jul 1, 2015",,€23.5M,€50K,€0,90,15,8,17,37,13,88,16,13,12,24,23,279,44,52,51,80,52,220,22,74,36,74,14,133,35,18,10,50,20,58,43,14,13,16,403,83,82,73,80,85,1256,451,2,1,Medium,Medium,2,Normal (185+),83,82,73,85,48,80
,Oscar CAM LM,24,83,86,"Brazil
Free",188152,"179cm / 5'10""",67kg / 148lbs,Right,81,CAM,3,"Jan 1, 2017",,€0,€0,€0,345,70,75,54,83,63,397,81,77,77,78,84,396,75,74,86,81,80,331,76,66,76,36,77,297,31,34,81,83,68,83,134,37,50,47,61,12,10,15,12,12,1961,400,3,4,Medium,High,3,Lean (170-185),74,75,79,82,43,47
,S. N'Zonzi CDM CM,27,83,83,"Sevilla
2015 ~ 2020",187936,"190cm / 6'3""",75kg / 165lbs,Right,82,CDM,0,"Jul 9, 2015",,€19M,€20K,€0,339,59,64,79,82,55,347,72,73,42,78,82,274,56,62,43,82,31,396,79,75,86,90,66,376,87,85,70,77,57,85,236,75,83,78,68,7,16,16,16,13,2036,438,3,3,Medium,Medium,2,Lean (185+),59,67,73,71,80,88
,A. Ramsey CM CDM RM,25,83,85,"Arsenal
2008 ~ 2018",186561,"183cm / 6'0""",76kg / 168lbs,Right,81,CM,2,"Jun 13, 2008",,€27.5M,€120K,€0,370,75,73,58,85,79,385,81,70,70,80,84,372,69,69,77,82,75,380,81,65,90,69,75,382,74,70,83,80,75,80,199,60,72,67,40,6,11,5,10,8,2128,447,3,3,High,High,3,Lean (170-185),69,76,80,81,66,75
,M. Musacchio CB,25,83,86,"Villarreal
2010 ~ 2018",186547,"182cm / 6'0""",75kg / 165lbs,Right,82,CB,3,"Jul 1, 2010",,€24.5M,€40K,€0,298,55,48,81,78,36,284,43,53,45,70,73,358,75,70,73,81,59,346,57,83,72,81,53,337,81,85,50,64,57,70,255,85,84,86,46,5,11,12,6,12,1924,411,3,2,Medium,Medium,2,Lean (170-185),72,51,67,58,84,79
,Ö. Toprak CB,26,83,84,"Bayer 04 Leverkusen
2011 ~ 2018",185239,"187cm / 6'2""",83kg / 183lbs,Right,81,CB,1,"Jul 1, 2011",,€22.5M,€60K,€0,289,49,28,83,74,55,282,64,44,33,69,72,359,75,77,65,81,61,327,63,82,68,78,36,299,73,84,35,59,48,78,253,86,85,82,57,11,8,11,12,15,1866,404,4,2,Medium,Medium,3,Normal (185+),76,39,62,67,85,75
,José Callejón RW,29,83,83,"Napoli
2013 ~ 2020",185020,"178cm / 5'10""",73kg / 161lbs,Right,82,RW,0,"Jul 11, 2013",,€22.5M,€90K,€0,377,77,76,65,75,84,347,82,65,65,51,84,425,89,90,85,80,81,379,78,73,92,56,80,322,54,40,88,78,62,79,88,24,32,32,49,8,5,14,11,11,1987,422,2,3,High,High,3,Lean (170-185),90,78,71,83,35,65
,Adrien Silva CM,27,83,83,"Sporting CP
2007 ~ 2020",184826,"175cm / 5'9""",69kg / 152lbs,Right,82,CM,0,"Jan 1, 2007",,€23M,€20K,€0,371,78,71,61,83,78,406,82,77,78,84,85,346,64,65,73,77,67,371,83,56,89,62,81,408,79,84,75,85,85,82,231,80,78,73,46,15,6,8,10,7,2179,455,4,3,Medium,High,2,Normal (170-185),65,77,82,81,78,72
,Azpilicueta CB RB LB,26,83,83,"Chelsea
2012 ~ 2020",184432,"178cm / 5'10""",75kg / 165lbs,Right,84,CB,0,"Aug 24, 2012",,€20M,€130K,€0,332,79,46,73,80,54,345,70,66,58,74,77,394,79,79,75,88,73,365,68,75,88,74,60,359,76,85,64,68,66,66,262,87,88,87,43,13,9,10,6,5,2100,448,3,3,Medium,Medium,2,Normal (170-185),79,56,75,74,86,78
,S. Giovinco CF ST,29,83,83,"Toronto
2015 ~ 2019",184431,"163cm / 5'4""",61kg / 134lbs,Right,83,CAM,0,"Feb 3, 2015",,€22.5M,€15K,€0,344,73,83,34,79,75,423,86,86,89,75,87,436,88,81,92,82,93,313,79,34,77,42,81,344,75,26,84,82,77,88,80,23,29,28,21,6,3,6,3,3,1961,415,4,4,High,Medium,2,Normal (170-),84,81,79,87,27,57
,A. Modeste ST,28,83,83,"FC Köln
2015 ~ 2021",182212,"187cm / 6'2""",84kg / 185lbs,Right,82,ST,0,"Jul 1, 2015",,€23.5M,€50K,€0,391,62,86,86,70,87,328,73,66,56,55,78,367,75,79,68,84,61,392,81,85,68,86,72,333,83,26,85,62,77,80,75,25,31,19,46,10,11,11,6,8,1932,411,3,3,Medium,Medium,2,Normal (185+),77,82,64,74,33,81
,M. Mandžukić ST CAM LM,30,83,83,"Juventus
2015 ~ 2020",181783,"190cm / 6'3""",86kg / 190lbs,Right,81,ST,0,"Jul 1, 2015",,€22M,€130K,€0,403,68,84,90,75,86,307,74,60,45,51,77,356,69,77,69,86,55,395,78,85,87,87,58,383,88,60,89,70,76,80,180,56,60,64,46,10,8,5,8,15,2070,441,3,3,High,High,3,Lean (185+),73,78,67,74,62,87
,E. Džeko ST,30,83,83,"Roma
2015 ~ 2020",180930,"193cm / 6'4""",84kg / 185lbs,Right,81,ST,0,"Jul 1, 2015",,€22M,€90K,€0,379,63,86,80,75,75,335,75,65,54,62,79,313,68,65,58,80,42,375,86,66,72,82,69,330,51,50,89,70,70,76,55,11,28,16,63,9,11,13,15,15,1850,392,4,2,Medium,Medium,3,Lean (185+),66,81,68,73,31,73
,A. Lallana CM,28,83,83,"Liverpool
2014 ~ 2021",180819,"172cm / 5'8""",73kg / 161lbs,Right,82,CAM,0,"Jul 1, 2014",,€22.5M,€130K,€0,378,74,79,67,86,72,392,85,77,66,78,86,387,76,74,83,78,76,373,72,73,89,67,72,372,74,68,77,83,70,80,190,60,68,62,54,6,15,14,8,11,2146,453,5,4,High,High,3,Lean (170-185),75,75,80,84,65,74
,O. Giroud ST,29,83,83,"Arsenal
2012 ~ 2020",178509,"192cm / 6'4""",88kg / 194lbs,Left,81,ST,0,"Jun 26, 2012",,€23M,€140K,€0,394,63,84,88,77,82,345,72,70,65,56,82,312,60,58,59,83,52,409,84,82,79,88,76,357,76,41,84,75,81,78,83,26,37,20,49,12,15,11,6,5,1949,405,3,2,Medium,Medium,3,Normal (185+),59,82,70,73,38,83
,Rui Patrício GK,28,83,83,"Sporting CP
2006 ~ 2022",178005,"190cm / 6'3""",84kg / 185lbs,Left,81,GK,0,"Jun 1, 2006",,€20.5M,€15K,€0,83,12,12,11,31,17,99,20,10,16,30,23,305,53,57,61,80,54,250,38,79,45,77,11,169,39,22,13,63,32,53,37,13,13,11,407,85,81,80,79,82,1350,462,2,1,Medium,Medium,3,Normal (185+),85,81,80,82,55,79
,Y. Sommer GK,27,83,84,"Borussia Mönchengladbach
2014 ~ 2019",177683,"183cm / 6'0""",79kg / 174lbs,Right,81,GK,1,"Jul 1, 2014",,€21.5M,€40K,€0,84,13,13,10,40,8,96,15,12,13,31,25,295,48,54,55,80,58,217,23,69,45,68,12,156,38,21,15,58,24,57,42,11,19,12,409,81,82,83,80,83,1299,460,4,1,Medium,Medium,3,Normal (170-185),81,82,83,83,51,80
,Jonas ST,32,83,83,"Benfica
2014 ~ 2019",176769,"181cm / 5'11""",75kg / 165lbs,Right,83,CAM,0,"Sep 12, 2014",,€19M,€20K,€0,395,70,87,80,74,84,404,84,85,77,70,88,376,72,70,82,83,69,366,80,69,73,60,84,347,61,34,86,83,83,83,84,23,36,25,43,12,11,7,8,5,2015,414,5,3,High,Medium,3,Lean (170-185),71,85,75,84,35,64
,K. Gameiro ST,29,83,83,"Atlético Madrid
2016 ~ 2020",176600,"173cm / 5'8""",70kg / 154lbs,Right,81,ST,0,"Jul 30, 2016",,€23M,€80K,€0,380,70,86,67,79,78,374,76,76,70,72,80,418,88,86,82,85,77,383,84,84,75,64,76,351,66,38,86,76,85,85,95,23,33,39,38,6,10,8,8,6,2039,426,3,3,Medium,Medium,3,Normal (170-185),87,83,75,78,35,68
,Ł. Piszczek RB CB,31,83,83,"Borussia Dortmund
2010 ~ 2019",173771,"184cm / 6'0""",78kg / 172lbs,Right,81,RB,0,"Jul 1, 2010",,€14.5M,€70K,€0,370,86,65,74,78,67,344,74,78,47,69,76,371,75,80,67,82,67,379,77,76,79,79,68,374,83,81,73,72,65,82,246,79,84,83,57,14,11,14,6,12,2141,458,4,2,Medium,Medium,3,Normal (170-185),78,69,76,74,81,80
,J. Vertonghen CB,29,83,83,"Tottenham Hotspur
2012 ~ 2019",172871,"189cm / 6'2""",88kg / 194lbs,Left,81,CB,0,"Jul 1, 2012",,€17.5M,€100K,€0,340,68,60,82,78,52,349,70,58,73,74,74,333,69,66,62,81,55,394,86,80,79,81,68,362,83,83,63,65,68,82,247,81,85,81,44,6,10,9,12,7,2069,440,3,2,High,Medium,3,Normal (185+),67,67,72,70,83,81
,A. Begović GK,29,83,83,"Chelsea
2015 ~ 2019",172723,"200cm / 6'7""",83kg / 183lbs,Right,81,GK,0,"Jul 13, 2015",,€20M,€110K,€0,76,14,12,12,26,12,104,16,17,15,32,24,283,52,58,53,79,41,194,28,38,36,80,12,145,42,21,11,31,40,62,36,13,11,12,402,83,81,74,80,84,1240,457,2,1,Medium,Medium,3,Lean (185+),83,81,74,84,55,80
,Naldo CB,33,83,83,"Schalke 04
2016 ~ 2018",171919,"198cm / 6'6""",91kg / 201lbs,Right,81,CB,0,"Jul 1, 2016",,€10.5M,€40K,€0,328,45,57,93,73,60,326,60,52,76,70,68,317,67,73,53,82,42,361,92,42,62,83,82,329,73,84,53,59,60,84,253,82,86,85,60,14,10,14,8,14,1974,423,4,2,High,Medium,3,Lean (185+),70,69,63,62,85,74
,D. Sturridge ST RW,26,83,83,"Liverpool
2013 ~ 2019",171833,"180cm / 5'11""",76kg / 168lbs,Left,81,ST,0,"Jan 2, 2013",,€25.5M,€140K,€0,370,62,84,73,75,76,355,82,62,68,62,81,385,80,82,78,81,64,381,83,74,70,71,83,315,60,22,84,74,75,81,51,15,24,12,49,7,15,9,5,13,1906,407,2,4,Medium,Low,3,Normal (185+),81,83,69,80,25,69
,E. Garay CB,29,83,83,"Valencia
2016 ~ 2020",170481,"188cm / 6'2""",77kg / 170lbs,Right,81,CB,0,"Aug 31, 2016",,€17.5M,€40K,€0,323,62,58,85,69,49,336,62,55,74,72,73,276,50,54,57,77,38,379,80,71,75,85,68,339,74,84,49,63,69,79,251,84,85,82,60,14,6,13,13,14,1964,410,3,2,Medium,Medium,3,Normal (185+),52,64,66,64,84,80
,G. Cahill CB,30,83,83,"Chelsea
2012 ~ 2019",164468,"193cm / 6'4""",86kg / 190lbs,Right,81,CB,0,"Jan 16, 2012",,€17M,€130K,€0,282,28,56,86,65,47,257,58,48,27,61,63,332,69,66,62,84,51,357,63,82,68,78,66,315,78,83,45,56,53,77,252,83,85,84,43,5,12,9,5,12,1838,398,3,2,Medium,Medium,3,Normal (185+),67,58,52,61,84,76
,A. Williams CB,31,83,83,"Everton
2016 ~ 2019",163824,"182cm / 6'0""",91kg / 201lbs,Right,81,CB,0,"Aug 10, 2016",,€15M,€100K,€0,254,32,37,79,72,34,257,57,34,23,74,69,338,68,72,58,81,59,349,64,86,73,86,40,292,83,83,28,53,45,80,246,81,85,80,50,7,10,16,7,10,1786,395,4,2,Medium,High,3,Normal (170-185),70,43,56,62,82,82
,S. Mandanda GK,31,83,83,"Crystal Palace
2016 ~ 2019",163705,"185cm / 6'1""",82kg / 181lbs,Right,81,GK,0,"Jul 1, 2016",,€18.5M,€70K,€0,90,14,13,13,37,13,85,15,13,12,28,17,263,53,43,52,79,36,201,24,74,31,61,11,137,37,23,11,55,11,63,38,10,15,13,403,86,78,77,77,85,1217,451,3,1,Medium,Medium,3,Normal (185+),86,78,77,85,48,77
,L. Baines LB,31,83,83,"Everton
2007 ~ 2019",163631,"170cm / 5'7""",70kg / 154lbs,Left,81,LWB,0,"Aug 7, 2007",,€14.5M,€100K,€0,376,88,70,74,81,63,394,78,81,82,74,79,391,76,75,75,80,85,386,84,72,86,69,75,395,74,80,75,76,90,81,245,81,82,82,58,8,15,10,13,12,2245,463,3,3,High,Medium,3,Normal (170-),75,75,80,78,81,74
,K. Schmeichel GK,29,83,84,"Leicester City
2011 ~ 2021",163587,"185cm / 6'1""",76kg / 168lbs,Right,82,GK,1,"Jun 1, 2011",,€22.5M,€70K,€0,82,18,12,16,21,15,82,12,13,15,18,24,311,62,60,62,80,47,207,36,60,35,62,14,152,33,20,14,59,26,41,41,14,14,13,413,83,82,82,80,86,1288,474,3,1,Medium,Medium,2,Normal (185+),83,82,82,86,61,80
,Borja Valero CAM CM CF,31,83,83,"Fiorentina
2012 ~ 2019",161956,"175cm / 5'9""",73kg / 161lbs,Right,83,CAM,0,"Aug 1, 2012",,€20M,€80K,€0,364,78,67,60,89,70,414,86,78,76,86,88,390,76,68,80,84,82,352,72,68,76,66,70,356,52,70,76,86,72,80,186,58,66,62,34,5,4,10,8,7,2096,441,4,4,Medium,Medium,2,Normal (170-185),72,69,85,86,63,66
,H. Ben Arfa CAM ST,29,83,83,"Paris Saint Germain
2016 ~ 2018",161648,"178cm / 5'10""",74kg / 163lbs,Left,81,CAM,0,"Jul 1, 2016",,€22.5M,€100K,€0,375,77,79,65,79,75,410,91,80,75,78,86,395,79,77,85,75,79,386,83,76,71,75,81,348,67,40,74,80,87,75,99,33,43,23,54,12,8,9,13,12,2067,437,4,5,High,Low,3,Lean (170-185),78,80,79,88,40,72
,Juanfran RB,31,83,83,"Atlético Madrid
2011 ~ 2018",146760,"180cm / 5'11""",72kg / 159lbs,Right,81,RWB,0,"Jan 1, 2011",,€14.5M,€60K,€0,316,83,54,55,75,49,361,77,80,59,66,79,384,78,87,75,82,62,352,68,68,89,74,53,362,78,78,68,72,66,64,247,83,84,80,57,11,14,10,15,7,2079,449,3,3,High,Medium,3,Lean (170-185),83,58,74,77,79,78
,W. Sneijder CAM,32,83,83,"Galatasaray
2013 ~ 2018",139869,"170cm / 5'7""",72kg / 159lbs,Right,81,CAM,0,"Jan 22, 2013",,€18.5M,€50K,€0,353,83,72,32,86,80,424,83,88,85,83,85,389,72,73,83,76,85,318,87,27,63,57,84,345,65,45,74,85,76,83,110,32,41,37,50,9,5,13,11,12,1989,416,5,3,Medium,Low,3,Normal (170-),73,78,85,83,38,59
,Nani LW RW CAM LM,29,83,83,"Valencia
2016 ~ 2019",139068,"175cm / 5'9""",66kg / 146lbs,Right,82,CAM,0,"Jul 5, 2016",,€22.5M,€50K,€0,359,82,75,46,81,75,417,87,86,79,79,86,414,86,79,92,80,77,351,85,46,75,62,83,322,62,31,77,80,72,79,57,15,22,20,40,5,10,13,6,6,1960,416,4,5,High,Medium,3,Lean (170-185),82,79,81,86,24,64
,S. Lichtsteiner RB RM,32,83,83,"Juventus
2011 ~ 2018",108080,"182cm / 6'0""",75kg / 165lbs,Right,81,RB,0,"Jul 1, 2011",,€13M,€110K,€0,343,82,50,72,77,62,356,76,68,66,71,75,396,79,83,75,80,79,382,74,75,88,75,70,360,84,82,68,62,64,80,242,78,82,82,14,4,3,2,3,2,2093,451,3,2,High,High,3,Normal (170-185),81,61,73,76,80,80
,D. De Rossi CDM,32,83,83,"Roma
2002 ~ 2019",53302,"184cm / 6'0""",83kg / 183lbs,Right,82,CDM,0,"Jul 1, 2002",,€13.5M,€70K,€0,344,57,50,81,82,74,357,64,62,71,82,78,359,69,69,69,80,72,396,81,78,79,84,74,373,84,87,55,72,75,84,241,75,84,82,49,10,7,13,10,9,2119,439,4,2,Medium,High,3,Normal (170-185),69,64,73,70,81,82
,José Reina GK,33,83,83,"Napoli
2015 ~ 2018",24630,"188cm / 6'2""",92kg / 203lbs,Right,82,GK,0,"Jul 1, 2015",,€17M,€60K,€0,68,11,14,13,19,11,77,10,11,11,22,23,305,50,63,50,82,60,218,24,73,34,72,15,156,32,22,13,65,24,60,58,12,22,24,409,80,83,82,82,82,1291,466,3,1,Medium,Medium,2,Normal (185+),80,83,82,82,57,82
,Quaresma RM LM,32,83,83,"Beşiktaş
2015 ~ 2020",20775,"175cm / 5'9""",67kg / 148lbs,Right,82,CAM,0,"Jul 22, 2015",,€17.5M,€90K,€0,358,88,70,41,79,80,421,89,92,78,75,87,419,85,83,89,78,84,351,83,63,68,54,83,315,62,24,75,80,74,79,40,10,17,13,56,12,14,10,5,15,1960,407,4,5,High,Medium,3,Normal (170-185),84,76,81,88,18,60
,L. Sané LW RW LM,20,82,91,"Manchester City
2016 ~ 2021",222492,"184cm / 6'0""",76kg / 168lbs,Left,82,LW,9,"Aug 2, 2016",,€31M,€120K,€0,364,75,78,72,75,64,379,87,82,62,64,84,435,92,93,87,79,84,371,78,66,80,70,77,303,58,32,82,68,63,76,93,26,32,35,52,8,12,9,9,14,1997,433,3,3,High,Medium,2,Lean (170-185),93,77,72,86,35,70
,Marco Asensio CAM RM LM LW,20,82,89,"Real Madrid
2015 ~ 2021",220834,"178cm / 5'10""",70kg / 154lbs,Left,81,CAM,7,"Jan 22, 2015",,€28.5M,€130K,€0,367,80,75,50,86,76,408,82,84,76,81,85,392,81,78,79,78,76,339,67,58,74,62,78,307,45,45,72,83,62,78,116,30,45,41,50,13,9,6,12,10,1979,419,3,4,Medium,Medium,1,Normal (170-185),79,73,83,82,41,61
,I. Slimani ST,28,82,82,"Leicester City
2016 ~ 2021",217699,"188cm / 6'2""",79kg / 174lbs,Right,80,ST,0,"Aug 31, 2016",,€20.5M,€100K,€0,382,58,80,92,73,79,332,75,73,47,61,76,353,70,76,66,84,57,412,78,87,91,85,71,374,88,54,86,72,74,79,106,34,48,24,51,10,9,6,15,11,2010,426,3,2,High,High,3,Lean (185+),73,78,67,74,47,87
,J. Tah CB,20,82,88,"Bayer 04 Leverkusen
2015 ~ 2020",213331,"194cm / 6'4""",98kg / 216lbs,Right,81,CB,6,"Jul 16, 2015",,€23.5M,€50K,€0,232,35,19,80,74,24,245,55,30,27,69,64,305,64,78,48,81,34,291,44,71,60,91,25,276,70,80,27,61,38,70,248,82,86,80,49,11,8,7,9,14,1646,374,4,2,Medium,Medium,2,Stocky (185+),72,27,58,57,82,78
,N. Süle CB,20,82,88,"TSG Hoffenheim
2013 ~ 2019",212190,"195cm / 6'5""",97kg / 214lbs,Right,81,CB,6,"May 11, 2013",,€23.5M,€40K,€0,231,30,20,80,72,29,207,42,28,30,57,50,271,51,74,33,80,33,333,74,38,65,94,62,253,81,84,26,30,32,69,250,82,86,82,58,15,7,14,7,15,1603,363,3,2,Medium,Medium,2,Stocky (185+),64,41,49,45,83,81
,A. Martial LM ST,20,82,90,"Manchester United
2015 ~ 2019",211300,"184cm / 6'0""",76kg / 168lbs,Right,81,ST,8,"Sep 1, 2015",,€29M,€100K,€0,372,73,80,70,75,74,360,88,76,54,58,84,434,92,91,85,81,85,396,84,80,80,80,72,321,59,42,79,70,71,78,112,35,39,38,51,9,8,8,15,11,2046,442,4,4,High,Low,3,Normal (170-185),91,78,70,86,41,76
,D. Alli CAM CF LM CM,20,82,90,"Tottenham Hotspur
2015 ~ 2022",211117,"188cm / 6'2""",80kg / 176lbs,Right,81,CAM,8,"Feb 2, 2015",,€30M,€90K,€0,376,68,81,72,83,72,358,81,67,53,74,83,369,77,76,74,83,59,378,75,69,88,70,76,376,84,67,85,82,58,82,174,57,60,57,41,7,6,9,11,8,2072,447,3,3,High,Medium,2,Lean (185+),76,77,76,80,61,77
,Ederson GK,22,82,87,"Benfica
2015 ~ 2023",210257,"188cm / 6'2""",83kg / 183lbs,Left,81,GK,5,"Jul 1, 2015",,€23M,€15K,€0,81,20,14,14,15,18,108,21,12,20,25,30,301,64,62,50,85,40,217,42,50,38,69,18,145,27,25,16,60,17,31,32,9,15,8,404,81,76,82,78,87,1288,467,2,1,Medium,Medium,2,Normal (185+),81,76,82,87,63,78
,M. Salah RW,24,82,85,"Roma
2014 ~ 2019",209331,"175cm / 5'9""",72kg / 159lbs,Left,82,RW,3,"Jan 26, 2014",,€26M,€80K,€0,355,71,78,59,78,69,356,87,59,60,63,87,434,92,92,86,80,84,340,71,70,77,60,62,333,63,55,83,71,61,75,121,37,43,41,62,14,14,9,11,14,2001,431,2,4,High,Medium,2,Normal (170-185),92,72,71,86,45,65
,S. Mané RW,24,82,85,"Liverpool
2016 ~ 2020",208722,"175cm / 5'9""",75kg / 165lbs,Right,81,RM,3,"Jul 1, 2016",,€26M,€120K,€0,348,72,81,53,76,66,378,85,74,64,72,83,437,94,92,88,78,85,373,77,75,83,72,66,332,71,31,82,77,71,76,106,33,35,38,56,10,10,15,7,14,2030,438,3,4,High,Medium,3,Normal (170-185),93,76,74,84,36,75
,Lucas Vázquez RW RM,25,82,83,"Real Madrid
2015 ~ 2021",208618,"173cm / 5'8""",69kg / 152lbs,Right,82,RM,1,"Jul 2, 2015",,€23.5M,€180K,€0,346,85,75,52,80,54,397,82,82,75,75,83,410,85,80,82,85,78,368,77,67,89,57,78,328,65,44,81,82,56,70,105,21,49,35,50,9,16,9,9,7,2004,425,4,3,High,High,2,Normal (170-185),82,74,81,82,39,67
,A. Belotti ST,22,82,89,"Torino
2015 ~ 2021",208596,"181cm / 5'11""",72kg / 159lbs,Right,81,ST,7,"Aug 17, 2015",,€29M,€60K,€0,359,42,86,83,68,80,314,76,64,56,42,76,394,80,82,79,78,75,400,81,83,84,85,67,337,83,31,85,61,77,75,70,15,23,32,53,13,7,12,14,7,1927,407,5,3,High,High,2,Normal (170-185),81,80,57,76,29,84
,F. Vázquez CAM CM ST CF,27,82,82,"Sevilla
2016 ~ 2021",207471,"186cm / 6'1""",82kg / 181lbs,Left,81,CAM,0,"Jul 16, 2016",,€20.5M,€30K,€0,380,73,77,68,83,79,401,88,82,68,74,89,329,62,67,71,81,48,363,74,54,74,78,83,359,80,54,74,84,67,85,110,33,40,37,58,14,15,13,9,7,2000,424,3,3,Medium,High,2,Normal (185+),65,77,79,84,43,76
,Manu Trigueros CM,24,82,85,"Villarreal
2011 ~ 2022",206545,"178cm / 5'10""",71kg / 157lbs,Right,81,CM,3,"Jul 1, 2011",,€25M,€40K,€0,365,69,71,76,86,63,394,81,78,69,82,84,379,75,73,79,81,71,388,81,83,81,63,80,362,68,69,77,83,65,73,184,53,73,58,50,9,14,12,7,8,2122,444,4,4,Medium,Medium,2,Lean (170-185),74,74,80,81,65,70
,S. Savić CB,25,82,86,"Atlético Madrid
2015 ~ 2020",204639,"187cm / 6'2""",79kg / 174lbs,Right,81,CB,4,"Jul 20, 2015",,€21.5M,€60K,€0,244,35,34,81,67,27,244,47,34,28,69,66,317,60,65,60,78,54,298,43,85,62,77,31,274,83,84,29,41,37,75,251,85,82,84,66,14,13,14,13,12,1694,364,3,2,Medium,High,2,Lean (185+),63,35,52,56,83,75
,Roque Mesa CDM CM,27,82,82,"Las Palmas
2014 ~ 2020",204277,"171cm / 5'7""",73kg / 161lbs,Right,81,CDM,0,"Jul 8, 2014",,€16.5M,€30K,€0,289,67,67,32,89,34,328,72,46,48,80,82,402,79,78,77,79,89,356,63,77,92,70,54,357,92,81,67,75,42,79,231,72,79,80,50,15,8,7,11,9,2013,445,3,2,High,High,1,Stocky (170-185),78,61,76,77,73,80
